gene_type,genomic_end_position,gene_db_id,encoded_protein,chromosome_id,genomic_start_position,strand_orientation
0,1405916,115,1,9,1394187,0
0,1411504,131,1,11,1389072,1
0,271411,26,2,0,270554,1
0,136860,10,2,0,135686,0
0,2854360,178,1,14,2845163,0
0,18968,139,6,12,16016,0
0,81183,6,2,0,75133,1
0,237630,21,2,0,235350,1
0,1887841,110,2,8,1885552,1
0,2408826,174,1,14,2399610,1
0,2609382,175,2,14,2605589,0
0,834149,121,1,10,820536,1
0,62260,4,2,0,56838,0
0,384997,95,2,8,378534,1
0,269488,25,2,0,268060,1
0,752335,126,1,11,743641,0
0,880291,53,2,1,866117,1
0,917256,98,2,8,916843,1
0,2553917,160,2,13,2551391,1
0,1893117,134,1,11,1860742,1
0,725240,61,2,2,724809,1
0,2491169,149,2,12,2490669,1
0,17257,55,1,2,6785,1
0,340602,37,2,0,338998,0
0,1306276,114,1,9,1293604,1
0,315090,33,2,0,313321,0
0,390715,96,2,8,389284,1
0,211928,18,2,0,209661,0
0,3148458,150,1,12,3133859,0
0,954344,129,2,11,950707,0
0,1018255,69,1,3,1007166,0
0,312364,32,2,0,311451,1
0,2735349,177,1,14,2714331,0
0,353721,39,2,0,352435,1
0,22680,78,2,5,21065,1
0,2081477,135,5,11,2079427,0
0,338724,36,2,0,337160,1
0,885274,113,3,9,874332,1
0,939409,122,2,10,938237,1
0,42637,3,2,0,36769,0
0,595448,85,2,6,591076,1
0,403652,45,2,0,403020,0
0,1365455,103,1,8,1352705,0
0,2559153,161,2,13,2558722,1
0,2336113,137,2,11,2333806,1
0,555722,166,2,14,553463,1
0,361993,41,2,0,361452,0
0,702573,68,1,3,672700,1
0,280504,27,2,0,278348,1
0,86837,7,2,0,85734,1
0,1057040,90,2,6,1054250,1
0,1623,76,2,5,256,0
0,16564,70,1,4,2624,0
0,1399006,158,1,13,1379829,0
0,2561896,162,2,13,2561162,1
0,824788,74,1,4,807552,1
0,104496,8,2,0,103397,1
0,156524,12,2,0,155423,1
0,616094,50,2,1,605529,0
0,289296,152,1,13,272528,0
0,1185319,101,1,8,1171202,0
0,178076,14,2,0,176816,1
0,958702,130,2,11,956079,0
0,7199,63,5,3,3918,1
0,1152052,155,2,13,1145450,1
0,1370090,104,5,8,1366571,1
0,2133527,146,2,12,2131262,0
0,339312,164,1,14,327466,1
0,1581,54,2,2,122,0
0,408451,46,2,0,408044,0
0,853902,87,1,6,835031,1
0,365411,42,2,0,364520,1
0,2181526,136,1,11,2175184,0
0,3237234,180,2,14,3234886,1
0,1164900,156,2,13,1152910,0
0,1767129,132,1,11,1748053,0
0,174554,49,1,1,159927,0
0,356644,40,2,0,355994,0
0,721883,73,1,4,703777,0
0,198675,16,2,0,196517,0
0,23594,48,2,1,20966,0
0,428429,125,1,11,415511,1
0,2634089,176,1,14,2613155,0
0,2269740,147,1,12,2255734,0
0,3154501,151,2,12,3153408,0
0,930803,99,2,8,930133,1
0,299825,30,2,0,298884,0
0,954900,123,1,10,942402,0
0,1197821,169,1,14,1187030,1
0,17895,1,2,0,7427,1
0,386649,44,2,0,386107,0
0,1847864,116,1,9,1838388,0
0,1008657,100,1,8,989695,0
0,3746,119,2,10,1178,0
0,344173,84,1,6,332480,1
0,316717,81,0,5,301717,0
0,1499413,93,2,7,1496264,1
0,361408,72,6,4,360665,1
0,1984849,159,1,13,1972248,1
0,500037,64,2,3,496014,0
0,1448780,171,2,14,1447929,0
0,557778,167,2,14,556674,1
0,64179,94,1,8,39039,0
1,2161832,118,4,9,2152133,1
0,194889,15,2,0,191431,1
0,2453220,148,1,12,2428369,0
0,2695,62,2,3,272,0
0,742510,86,1,6,722143,0
0,165294,13,2,0,160587,1
0,15260,77,2,5,12925,1
0,31077,140,1,12,20280,1
0,5746,83,2,6,2768,0
