Gene_Subclass,Gene_Description,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Chromosome_Id,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
1,0,103,5794,135,135,1,123,3014,3,0
0,1,0,655728,169,169,0,18,653962,0,0
0,0,134,33262,308,308,0,44,31331,0,1
0,0,55,791878,121,121,0,37,790079,0,0
1,0,175,760085,244,244,1,33,757590,3,0
0,0,127,1852491,174,174,0,54,1847980,0,0
1,0,178,130785,104,104,1,20,128263,3,0
1,0,77,122539,191,191,1,14,120197,3,1
0,0,119,594892,227,227,0,28,591674,0,0
0,0,53,571445,199,199,0,21,567813,0,0
1,0,113,690966,180,180,1,32,687994,3,0
1,0,29,9553,113,113,1,85,7784,3,0
1,0,75,582823,21,21,1,21,581135,3,0
0,0,179,67475,296,296,0,56,65139,0,1
1,0,77,25743,231,231,1,14,24748,3,1
1,0,108,71114,196,196,1,4,69705,3,1
0,0,120,103187,323,323,0,9,101616,1,0
0,0,61,702008,181,181,0,32,700188,0,0
1,0,16,585311,228,228,1,28,582390,3,0
1,0,85,2350211,168,168,1,59,2347587,3,0
1,0,130,491613,133,133,1,41,488857,3,1
1,0,19,12191,232,232,1,14,9909,3,1
1,0,115,1182,91,91,1,115,1,3,1
1,0,122,59561,140,140,1,50,57681,3,1
0,0,156,14595,65,65,0,67,12280,0,1
1,0,47,9360,256,256,1,94,6577,3,0
0,0,149,1434052,155,155,0,52,1432280,0,0
1,0,82,29749,162,162,1,29,26915,3,1
1,0,175,430057,186,186,1,33,427406,3,0
1,0,57,14455,89,89,1,113,11690,3,0
0,0,162,30562,278,278,0,18,28739,1,1
0,0,2,4524,241,241,0,141,2574,0,0
0,0,59,4216,132,132,0,47,1460,0,1
0,0,86,19758,185,185,0,135,17038,0,0
0,0,99,47207,80,80,0,112,45534,0,1
0,0,164,36437,102,102,0,117,35517,0,1
1,0,38,5595,68,68,1,107,2761,3,1
1,0,136,912033,72,72,1,41,909235,3,0
1,0,71,2693,280,280,1,96,396,3,0
0,0,107,4036,63,63,0,67,1289,0,1
1,0,58,93761,71,71,1,65,90201,3,1
1,0,59,11733,73,73,1,82,9154,3,0
1,0,44,706189,14,14,1,29,704129,3,0
0,0,150,120500,322,322,0,9,118605,0,0
1,0,162,26060,260,260,1,2,23298,3,1
1,0,116,351197,218,218,1,62,348939,3,0
0,0,156,8589,29,29,0,42,6541,0,1
0,0,66,1385359,154,154,0,52,1383590,0,0
1,0,8,688837,87,87,1,26,685982,3,0
0,0,166,54516,93,93,0,41,53479,0,1
0,0,26,1739,12,12,0,72,3,1,1
0,0,130,201879,299,299,0,61,200095,0,0
1,0,85,1320804,151,151,1,59,1318300,3,0
1,0,91,628364,100,100,1,27,625434,3,0
0,0,161,3779,183,183,0,133,1517,0,0
0,0,16,64637,150,150,0,65,62859,0,1
1,0,52,4799,270,270,1,144,2103,3,0
1,0,108,7313,236,236,1,140,4734,3,0
0,0,152,19476,160,160,0,128,17815,0,1
1,0,176,7957,142,142,1,126,5381,3,0
1,0,22,829858,119,119,1,37,827087,3,0
1,0,14,2071578,165,165,1,58,2068987,3,0
1,0,100,411543,245,245,1,31,408877,3,0
1,0,1,848494,163,163,1,35,847454,3,0
1,0,170,8756,145,145,1,45,5919,3,1
0,0,17,169188,306,306,0,44,166855,0,1
1,0,177,16396,294,294,1,149,13598,3,0
1,0,81,492103,129,129,1,0,489575,3,0
1,0,11,14953,302,302,1,53,12005,3,1
0,0,39,427483,287,287,0,46,425420,0,0
1,0,91,570499,252,252,1,27,567725,3,0
1,0,182,3857,103,103,1,118,1095,3,1
1,0,88,68621,192,192,1,57,67503,3,1
1,0,108,245943,61,61,1,4,244298,3,0
1,0,37,556405,240,240,1,28,554000,3,1
0,0,64,9141,221,221,0,137,8410,0,0
1,0,156,873816,172,172,1,52,871123,3,0
1,0,175,14712,222,222,1,91,11650,3,0
1,0,151,2360044,13,13,1,59,2358530,3,0
1,0,169,11256,254,254,1,92,8914,3,1
1,0,132,7825,90,90,1,114,5795,3,0
0,0,157,1137976,136,136,0,57,1133828,0,0
1,0,82,96498,209,209,1,29,94816,3,1
1,0,112,83774,188,188,1,15,82602,3,1
0,0,39,1981,297,297,0,99,2,0,0
1,0,141,483389,320,320,1,5,481422,3,0
0,0,179,85945,309,309,0,16,83153,0,1
0,0,67,21702,59,59,0,104,18811,0,0
0,0,63,22871,4,4,0,25,21810,0,1
1,0,61,5339,51,51,1,101,2904,3,1
0,0,107,728090,36,36,0,30,725151,0,0
1,0,89,3210,22,22,1,73,616,3,1
0,0,120,258722,219,219,0,9,256827,0,0
0,0,50,10587,182,182,0,132,8119,0,1
1,0,27,145152,315,315,1,13,142906,3,1
1,0,104,572075,300,300,1,17,569139,3,0
0,0,147,2028848,179,179,0,56,2027736,2,0
1,0,48,33122,281,281,1,42,30594,3,1
1,0,22,690828,274,274,1,37,688522,3,0
0,0,138,45706,261,261,0,2,43370,0,1
1,0,13,588116,3,3,1,8,586977,3,0
0,0,144,4613,117,117,0,5,1626,0,1
0,0,183,12865,289,289,0,39,9965,0,1
1,0,113,4342,81,81,1,32,1385,3,1
1,0,172,15683,257,257,1,95,12888,3,0
1,0,119,378832,38,38,1,63,376718,3,0
0,0,136,25602,134,134,0,51,22921,0,1
0,0,96,563158,321,321,0,21,560651,0,0
0,0,68,467624,171,171,0,11,464685,0,0
0,0,156,2010044,11,11,0,56,2009265,2,0
0,0,160,4567,55,55,0,80,1604,0,0
1,0,29,24449,112,112,1,85,21516,3,0
1,0,130,33240,54,54,1,41,30436,3,1
1,0,43,197559,194,194,1,9,195199,3,1
0,0,34,955,156,156,0,88,2,1,1
0,0,118,447897,285,285,0,46,446350,1,0
0,0,16,61849,46,46,0,65,60071,0,1
1,0,14,1721524,41,41,1,58,1718519,3,1
1,0,115,21022,62,62,1,105,18272,3,1
1,0,81,517997,131,131,1,0,514713,3,0
1,0,133,1984663,166,166,1,58,1981777,3,0
1,0,8,4543,137,137,1,124,1706,3,1
1,0,93,16034,125,125,1,24,13233,3,0
1,0,146,1133115,269,269,1,52,1130755,3,1
0,0,56,1973,1,1,0,154,3,1,1
1,0,35,1174681,75,75,1,48,1172813,3,0
0,0,106,3158,6,6,0,40,342,0,1
1,0,146,648458,161,161,1,22,645735,3,0
0,0,65,31215,301,301,0,68,30121,1,1
0,0,153,1171911,147,147,0,49,1168945,0,0
0,0,3,2772,318,318,0,13,301,0,1
1,0,19,265804,202,202,1,10,263906,3,0
0,0,5,496864,170,170,0,6,494066,0,0
1,0,151,1709527,107,107,1,59,1707056,3,1
1,0,124,29971,144,144,1,45,27197,3,1
1,0,31,5025,158,158,1,127,2677,3,1
1,0,108,474181,193,193,1,4,471830,3,0
0,0,119,20670,139,139,0,125,18052,0,1
0,0,83,1430611,98,98,0,52,1429409,1,0
1,0,133,2149200,265,265,1,58,2146741,3,0
1,0,109,30617,149,149,1,66,28410,3,1
0,0,183,750304,210,210,0,37,747923,0,0
1,0,2,10460,76,76,1,111,8049,3,1
1,0,100,754760,206,206,1,31,752910,3,0
1,0,98,6217,319,319,1,13,3602,3,1
1,0,6,396132,246,246,1,31,393928,3,0
1,0,82,128705,208,208,1,29,127131,3,1
1,0,186,496021,26,26,1,1,493463,3,0
1,0,27,56619,316,316,1,13,53854,3,1
0,0,173,4421,31,31,0,76,3684,0,1
0,0,103,117865,212,212,0,2,115973,0,1
0,0,95,6529,157,157,0,36,4547,0,1
1,0,22,174847,195,195,1,9,172793,3,1
1,0,4,8963,177,177,1,131,6399,3,1
0,0,166,6840,284,284,0,146,3826,0,0
1,0,60,1175229,146,146,1,49,1172704,3,0
1,0,142,110366,250,250,1,64,107442,3,1
1,0,41,7278,95,95,1,116,4399,3,0
1,0,165,22938,85,85,1,56,21226,3,1
1,0,138,1130391,198,198,1,46,1127446,3,0
1,0,35,11829,32,32,1,48,8980,3,1
1,0,49,1443,19,19,1,71,1,3,1
0,0,99,7112,282,282,0,145,4374,0,1
1,0,14,1008775,190,190,1,58,1006142,3,0
1,0,80,7245,290,290,1,147,4687,3,1
1,0,81,12451,176,176,1,130,9695,3,1
0,0,68,2274,50,50,0,78,1,0,0
1,0,85,2194888,106,106,1,59,2192474,3,1
1,0,124,905310,39,39,1,45,902803,3,0
0,0,183,729858,201,201,0,37,727477,0,0
1,0,43,214887,305,305,1,9,212992,3,0
0,0,153,34372,2,2,0,50,33320,0,1
0,0,112,38223,30,30,0,43,36197,0,1
1,0,78,18751,109,109,1,84,16475,3,1
1,0,133,2120212,105,105,1,58,2117660,3,0
1,0,25,3783,84,84,1,25,1453,3,1
1,0,123,596370,276,276,1,11,593812,3,0
1,0,81,19819,122,122,1,0,16985,3,1
0,0,8,392186,225,225,0,11,389424,0,0
0,0,114,36463,116,116,0,16,33455,0,1
1,0,138,439193,286,286,1,46,435576,3,0
0,0,107,598524,92,92,0,7,596251,1,0
1,0,151,342240,153,153,1,59,339421,3,1
1,0,33,107280,48,48,1,19,104554,3,0
1,0,128,2892,67,67,1,106,97,3,0
0,0,21,478312,10,10,0,11,477440,0,0
1,0,32,46833,74,74,1,110,44356,3,0
1,0,85,670094,37,37,1,59,667467,3,0
1,0,158,2020967,178,178,1,56,2018517,3,0
1,0,28,68416,262,262,1,2,66416,3,1
1,0,95,4460,127,127,1,87,2295,3,0
0,0,51,553364,251,251,0,18,550602,0,0
1,0,110,201254,159,159,1,60,198909,3,0
0,0,87,851849,120,120,0,37,849015,0,0
1,0,62,3538,292,292,1,98,857,3,1
1,0,150,12394,303,303,1,150,9605,3,0
0,0,90,748745,35,35,0,30,745776,0,0
1,0,131,14564,60,60,1,81,12819,3,1
0,0,186,39476,268,268,0,143,36720,0,1
1,0,102,13956,216,216,1,90,10954,3,0
1,0,125,58311,298,298,1,57,56848,3,1
0,0,8,645301,275,275,0,11,642806,0,0
1,0,5,5678,128,128,1,122,4257,3,1
1,0,159,458839,16,16,1,11,457553,3,0
0,0,45,811998,312,312,0,40,810235,0,0
1,0,23,26744,325,325,1,43,24147,3,1
0,0,158,968,8,8,0,153,3,0,0
1,0,48,905988,96,96,1,42,903148,3,0
1,0,117,9121,288,288,1,39,6152,3,1
1,0,8,582104,239,239,1,12,579438,3,0
1,0,123,79885,230,230,1,11,77750,3,1
1,0,154,2982,70,70,1,109,445,3,1
0,0,79,169312,66,66,0,55,166550,0,0
1,0,14,1113039,295,295,1,58,1110685,3,1
0,0,42,531490,33,33,0,3,528650,0,0
0,0,26,4734,123,123,0,86,2191,0,0
1,0,105,710712,200,200,1,37,708220,3,0
0,0,101,367390,217,217,0,62,364778,1,0
1,0,23,56555,324,324,1,43,54387,3,1
0,0,89,18183,234,234,0,139,15433,0,0
1,0,38,4073,5,5,1,69,1218,3,0
1,0,50,15577,69,69,1,108,12521,3,1
1,0,133,2028531,266,266,1,58,2025571,3,0
1,0,126,27589,108,108,1,83,25172,3,0
0,0,145,4119,43,43,0,34,967,0,1
1,0,138,27235,148,148,1,30,24623,3,1
1,0,74,783456,79,79,1,34,780772,3,0
0,0,77,11142,111,111,0,120,8839,0,1
1,0,16,242630,118,118,1,23,239769,3,1
1,0,79,10610,173,173,1,129,8169,3,1
1,0,155,106204,279,279,1,18,104012,4,1
1,0,72,16963,47,47,1,100,14936,3,0
1,0,60,9934,86,86,1,49,6965,3,1
1,0,37,577397,7,7,1,28,576201,3,0
1,0,36,1820,9,9,1,155,189,3,0
1,0,46,485801,34,34,1,3,483723,3,0
1,3,103,11541,326,326,1,43,8509,3,1
1,0,19,619021,152,152,1,14,617285,3,0
0,0,63,13820,28,28,0,25,12766,0,1
1,0,151,2325261,42,42,1,59,2323705,3,0
1,0,70,10910,88,88,1,113,8910,3,0
1,0,93,639965,258,258,1,24,637563,3,0
