Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Chromosome_Location,Encoded_Protein,Gene_Type,Orthologous_Gene,Genomic_Start_Position,Strand_Orientation
0,1629760,126,125,7,7,0,3,1628255,1
0,1799779,64,63,14,0,0,58,1798304,1
1,2790703,147,146,11,9,1,14,2789186,1
1,4871690,95,94,15,1,1,39,4870365,1
1,167770,14,14,18,9,1,52,166233,1
1,4866989,94,93,15,1,1,39,4866255,1
0,126989,140,139,10,8,0,13,125412,0
0,47277,41,40,33,8,0,46,45691,0
1,3088628,157,156,11,9,1,14,3087307,1
1,18623,35,162,31,9,1,49,18300,1
1,10546,19,19,20,9,1,20,9201,1
0,40024,6,6,0,7,0,36,38597,1
1,5571,32,32,31,9,1,49,4160,1
1,121323,4,4,16,9,1,50,119770,1
1,10341,7,7,1,9,1,61,9201,0
1,364495,109,108,13,9,1,23,363050,1
0,5667,51,50,41,7,0,53,4153,0
0,4877715,76,75,14,8,0,25,4876315,1
1,4696555,90,89,15,4,1,39,4695357,0
0,76678,59,58,14,11,0,25,74915,1
0,4782124,72,71,14,8,0,58,4781585,1
1,2842847,151,150,11,9,1,14,2842087,1
1,335414,108,107,13,9,1,23,333937,1
1,11536,8,8,17,9,1,42,10562,0
1,208752,104,103,13,9,1,1,207286,1
1,56392,9,9,17,9,1,42,54844,0
0,682801,117,116,13,8,0,4,681272,1
0,616961,114,113,13,7,0,12,615417,1
1,106612,2,2,16,9,1,50,106202,1
1,4907622,97,96,15,3,1,46,4906250,1
1,1633265,127,126,7,9,1,7,1631685,1
0,4776857,71,70,14,8,0,58,4776225,1
1,4912,18,18,20,9,1,20,4080,1
0,4967327,78,77,14,7,0,25,4966602,1
1,93783,159,158,11,9,1,43,92470,0
1,21634,29,29,28,10,1,25,20639,0
0,4874210,75,74,14,7,0,25,4872705,1
1,4685459,89,88,15,1,1,39,4683882,1
0,1579460,125,124,7,8,0,45,1577859,1
1,2794118,148,147,11,9,1,43,2793789,0
0,4803585,93,92,15,8,0,53,4802227,1
1,660088,115,114,13,9,1,23,658460,1
1,13354,33,33,31,9,1,30,11827,1
1,13439,24,24,25,9,1,44,11985,0
1,41821,39,38,32,9,1,0,40324,1
0,5282553,80,79,14,7,0,25,5281459,0
1,1565816,124,123,7,9,1,7,1564291,1
0,2882434,66,65,14,8,0,25,2880989,0
0,1789201,130,129,7,0,0,3,1788008,0
1,2963001,153,152,11,9,1,14,2961642,0
1,70716,138,137,10,9,1,51,69197,0
1,1494614,132,131,8,9,1,6,1493022,1
1,12732,28,28,27,10,1,42,11219,1
1,16779,34,34,31,9,1,49,15187,1
1,38437,136,135,10,9,1,48,36916,0
0,1792811,131,130,7,0,0,3,1791306,0
0,2586486,143,142,11,8,0,29,2584942,0
0,23403,30,30,29,7,0,37,22009,1
1,4496,22,22,23,9,1,32,3127,1
1,546312,112,111,13,9,1,1,544894,1
0,4064628,84,83,12,0,0,62,4063192,0
1,1176353,118,117,4,9,1,22,1175359,1
1,15374,53,52,43,9,1,3,14245,0
1,1622,56,55,14,11,1,28,585,1
1,2436,17,17,20,9,1,26,1291,1
1,56650,36,35,31,9,1,49,55175,1
0,10563,50,49,40,7,0,56,9100,1
0,19432,0,0,16,8,0,5,17837,1
1,2810144,150,149,11,9,1,26,2809842,1
0,5380636,81,80,14,7,0,25,5379008,0
1,9494,52,51,42,9,1,17,7965,1
1,29574,16,16,19,9,1,47,28997,0
0,8343,27,27,26,7,0,41,6676,1
0,4971029,79,78,14,7,0,25,4969470,1
1,35078,135,134,10,9,1,59,33526,0
0,309925,107,106,13,8,0,12,308399,0
0,22070,21,21,22,7,0,31,20550,0
1,69439,10,10,17,9,1,27,67885,0
1,19005,46,45,37,9,1,24,17968,1
1,501101,110,109,13,9,1,23,499566,1
0,4542881,69,68,14,7,0,25,4541535,0
1,138167,5,5,16,9,1,50,137305,1
1,63306,42,41,33,9,1,38,61772,0
0,1057855,82,81,3,8,0,51,1056242,1
0,4658068,88,87,15,7,0,53,4656557,0
1,4875012,96,95,15,5,1,39,4874521,1
1,511211,111,110,13,3,1,1,509571,1
1,4930611,98,97,15,2,1,46,4929155,0
1,2775177,146,145,11,9,1,43,2774642,1
1,286908,142,141,11,9,1,43,285556,0
1,4070879,85,84,12,9,1,25,4070196,0
1,9188,134,133,9,9,1,60,7638,0
1,1190683,120,119,4,9,1,55,1189121,1
1,158094,102,101,13,9,1,23,156706,1
1,16687,54,53,44,9,1,33,14902,1
0,237565,106,105,13,7,0,12,236150,1
1,34585,38,37,32,9,1,53,33074,1
1,6249,26,26,2,9,1,44,4591,0
1,2797682,149,148,11,9,1,43,2796528,0
0,2972153,154,153,11,7,0,29,2970543,0
1,107750,139,138,10,9,1,59,106153,0
1,16196,25,25,25,9,1,15,14732,0
1,2769881,145,144,11,9,1,43,2769468,1
