Gene_Subclass,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Chromosome_Id,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
1,10,85717,41,41,1,3,84713,0,1
1,35,2356,6,6,1,43,188,0,0
0,14,116089,77,77,0,2,115388,4,1
1,20,5373,102,102,1,66,3175,0,0
1,12,414917,90,90,1,19,412986,0,0
1,18,551038,40,40,1,15,548948,0,0
1,30,879776,20,20,1,26,877512,0,0
1,41,16562,25,25,1,26,16113,0,1
1,39,522056,129,129,1,14,520707,0,0
1,55,573072,92,92,1,18,571858,0,0
1,48,8796,46,46,1,4,6766,0,1
0,18,242101,48,48,0,17,241769,3,0
1,50,804175,49,49,1,24,801998,0,0
1,22,7341,15,15,1,46,5542,0,1
1,62,1092022,122,122,1,36,1090076,0,1
1,17,853635,113,113,1,31,852247,0,0
1,3,6731,37,37,1,28,4560,0,1
1,6,24063,89,89,1,65,21859,0,0
0,27,569,76,76,0,62,3,4,1
1,17,605835,112,112,1,31,604711,0,1
1,24,20468,93,93,1,5,18309,0,1
1,29,47761,115,115,1,70,45575,0,0
1,59,80858,13,13,1,37,80019,0,1
1,42,143770,130,130,1,8,141896,0,0
1,19,40865,17,17,1,22,38190,0,1
1,6,17708,31,31,1,56,16425,0,1
1,34,107570,33,33,1,10,105642,0,1
1,49,238993,71,71,1,25,236726,0,1
1,23,5239,52,52,1,59,3059,0,1
1,51,2117,26,26,1,53,3,0,1
1,2,45873,85,85,1,64,43711,0,1
1,50,305003,100,100,1,24,302736,0,0
1,55,724179,14,14,1,19,722086,0,0
1,31,564263,34,34,1,36,562332,0,1
1,12,487684,132,132,1,19,485708,0,0
1,22,9794,121,121,1,72,7884,0,1
1,28,395811,51,51,1,21,393328,0,0
1,55,399746,91,91,1,19,397836,0,0
1,17,510087,18,18,1,31,508918,0,0
1,34,640806,111,111,1,10,638620,0,0
1,43,630340,42,42,1,20,629867,0,0
1,13,45587,118,118,1,71,43530,0,1
1,8,12118,55,55,1,47,9896,0,0
0,21,591642,59,59,0,15,591283,4,1
1,40,28251,114,114,1,69,27310,0,0
1,57,15656,50,50,1,1,13635,0,1
1,55,551317,82,82,1,19,549344,0,0
1,27,2323,69,69,1,61,1850,0,0
1,16,17469,86,86,1,48,15220,0,0
1,23,2747,83,83,1,63,2046,0,0
1,48,1525088,97,97,1,35,1523784,0,1
1,39,1220025,96,96,1,35,1218841,0,0
1,59,1560715,16,16,1,37,1558235,0,1
1,17,8315,10,10,1,31,7779,0,1
1,7,415880,45,45,1,25,413892,0,0
0,0,352533,108,108,0,39,352018,4,1
1,60,429,127,127,1,74,1,0,0
0,41,461012,73,73,0,10,460530,3,0
1,7,216636,72,72,1,25,214564,0,1
1,62,61722,124,124,1,36,61057,0,1
1,54,111044,131,131,1,9,109113,0,0
0,25,875271,75,75,0,31,874933,2,0
1,39,1428134,65,65,1,35,1426182,0,0
