Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Encoded_Protein,Chromosome_Id,Genomic_Start_Position
1,667099,4,4,10,666332
0,244449,292,4,16,243556
0,223254,293,4,16,222562
0,260483,178,4,17,259935
0,1069989,196,4,28,1069351
1,198335,43,4,10,197730
1,1235855,189,2,28,1235211
0,1109266,398,4,23,1108595
0,6197,387,4,89,5628
1,38888,80,4,14,38181
0,2159962,328,4,27,2159390
0,1411596,22,4,28,1410949
1,388432,197,2,29,388043
0,70633,60,4,58,70109
0,11230,374,4,49,10535
1,673589,187,4,27,672981
0,1677970,118,4,28,1677395
0,5761,375,4,50,5141
0,1875155,223,4,27,1874526
1,311313,422,4,4,310645
1,274287,174,4,14,273715
0,433446,208,4,23,432955
1,36542,385,4,88,35961
0,541203,104,4,6,540331
1,375081,122,4,12,374536
1,1134002,408,4,27,1133424
0,1473130,89,4,28,1472456
0,1261581,326,3,26,1260970
1,1739,6,4,33,1236
0,405277,142,4,14,404699
1,1581481,218,4,26,1580900
1,2442,289,4,48,1612
1,327963,424,4,4,327337
0,1392058,310,4,28,1391459
0,253089,179,4,17,252442
0,897457,277,4,27,896894
1,358436,282,2,14,358038
1,11470,48,2,55,11081
1,371048,281,4,14,370350
0,1943209,9,4,28,1942577
1,7470,273,4,77,6853
1,76266,284,4,14,75574
1,21243,14,4,38,20602
1,605996,243,4,10,605367
0,332148,411,4,14,331510
0,844685,368,3,22,844098
1,1790185,224,4,27,1789544
1,617680,238,4,10,617066
0,59685,50,4,56,58891
0,1591262,332,4,27,1590720
0,31626,357,4,83,31012
0,67780,415,4,14,67067
0,425359,253,4,16,424565
0,281837,180,4,17,281250
0,1169771,348,4,22,1169145
1,1192370,317,4,28,1191744
0,18926,390,4,92,18276
1,2115566,26,4,28,2114982
1,1094415,320,4,28,1093786
1,1559,52,4,57,987
1,395098,42,4,28,394403
0,128464,416,2,14,128075
1,1132814,319,4,28,1132212
0,385637,21,3,22,384969
1,1348,169,4,67,512
0,567879,381,2,20,567310
1,190891,67,4,14,190256
1,3660,198,4,68,3085
1,756041,100,4,28,755460
0,1671935,119,3,28,1671336
1,3008,165,4,46,2760
0,17644,349,4,80,17072
0,393310,286,4,30,392783
0,1001979,96,4,28,1001410
0,1611491,331,4,27,1610868
1,11006,13,4,37,10434
0,1840810,111,4,28,1840178
1,1150552,316,4,28,1149983
1,377041,363,4,12,376496
0,389569,254,4,16,388676
0,1212108,313,4,28,1211533
0,1806636,338,4,28,1806064
0,7249,54,4,57,6641
0,421453,417,4,28,420860
0,410649,144,2,14,410251
0,1121,2,4,32,531
0,690105,150,3,22,689434
0,7534,344,2,79,7151
0,14571,377,4,50,14272
0,237931,290,4,16,237338
0,615493,17,4,28,614912
0,253619,172,4,14,252897
0,244194,182,4,17,243160
0,1176204,399,4,23,1175530
1,668902,151,4,22,668282
1,22995,307,2,14,22609
1,47042,81,4,14,46335
1,6670,232,4,69,6140
1,462219,364,4,22,461563
0,1079,128,2,62,750
1,1784731,334,4,28,1784156
1,1368555,311,4,28,1367977
1,170789,69,4,14,170208
1,44727,395,3,93,44119
0,917604,278,4,27,916954
0,7294,266,4,75,6638
0,9111,132,2,63,8734
1,633393,83,4,11,632488
0,2852,16,4,40,2211
0,1604078,116,4,28,1603452
1,219644,72,4,14,218985
1,873,5,4,35,262
0,462632,141,4,4,462006
0,1707,378,4,85,1054
0,555039,79,4,7,554104
1,891600,276,1,27,891058
1,522983,296,4,10,522417
0,897652,245,4,22,897068
0,445439,135,4,16,444747
0,8892,376,4,50,8245
0,407298,185,4,15,406639
1,95645,65,4,2,95094
1,296809,421,4,4,296102
1,438791,33,4,3,438168
0,296422,249,4,16,295724
1,311595,412,2,14,311224
0,22912,59,2,58,22523
1,20624,75,4,43,19953
0,262228,38,4,22,261515
1,603114,242,4,10,602248
0,610905,158,4,4,610333
0,862102,246,3,22,861431
1,9993,34,4,41,9376
1,1439745,92,4,28,1439215
1,12594,200,4,47,11959
0,367683,156,4,16,367096
0,28027,45,4,53,27344
0,406686,140,4,4,406078
0,32545,267,4,76,31979
0,11424,41,3,52,10828
0,465000,354,4,17,464038
1,874302,279,3,27,873739
0,1522297,88,4,28,1521722
0,456160,323,4,23,455483
0,28680,130,3,63,27985
0,478938,103,4,0,478315
1,494817,205,4,23,494134
0,21792,346,4,79,21193
1,649380,241,4,10,648745
0,499409,366,3,22,498789
0,21840,235,4,71,21079
0,551183,231,2,19,550740
0,53116,397,5,93,52718
0,302673,250,4,16,302005
1,633183,239,2,10,632827
0,1148872,410,4,27,1148204
0,548259,145,2,20,547909
1,627298,101,4,6,626603
1,555039,429,4,4,554545
0,269583,420,4,4,268954
0,1587490,215,4,26,1586741
1,1038285,193,4,28,1037734
0,266589,177,4,17,265723
0,21892,340,4,78,21179
1,400683,57,4,3,400036
0,11825,46,4,53,11139
1,564291,149,4,22,563632
1,1722444,339,4,25,1721857
0,1871216,110,4,28,1870641
1,1081012,406,4,27,1080440
0,217404,23,4,16,216745
1,2130876,106,4,28,2130250
1,5418,236,4,71,4696
0,266951,175,4,14,266226
0,643220,202,4,6,642618
1,238595,173,4,14,237978
1,174019,66,4,14,173294
1,33533,391,4,92,32910
0,66227,304,4,1,65685
1,1032696,194,4,28,1032121
1,1279824,190,4,28,1279111
0,549268,76,4,7,548651
0,1738968,28,3,27,1738420
1,110877,157,5,2,110344
1,44362,303,3,15,43754
1,375323,426,4,4,374682
1,1894275,112,4,28,1893637
0,48963,358,4,83,48349
0,63431,64,4,59,62859
0,559332,146,2,20,558976
1,1947,15,3,39,1330
1,807869,25,3,27,807330
0,17246,271,4,76,16593
1,11667,264,4,74,10975
1,1182146,315,4,28,1181541
0,777907,152,4,22,777242
0,474095,355,4,17,473496
0,548591,230,2,19,548190
1,1654543,31,4,27,1654004
0,15815,361,4,83,15231
1,417430,207,4,23,416753
0,50225,396,4,93,49587
0,23909,362,4,83,23259
0,1886263,222,4,27,1885670
0,1420673,93,4,28,1420101
0,1628056,216,4,26,1627475
1,5356,351,4,82,4736
0,272757,181,4,17,271798
0,422988,184,4,15,422386
0,431207,427,4,4,430704
0,563485,95,2,20,563114
1,4939,7,4,33,4241
0,488252,256,4,16,487683
0,2141017,329,4,27,2140400
0,305429,372,4,24,304515
1,210445,137,3,11,209840
1,636879,161,4,4,636250
1,2103139,225,4,28,2102468
0,211634,419,5,0,211245
1,34921,272,4,77,34262
1,1570983,121,4,28,1570405
0,596495,162,4,4,595866
1,9539,199,4,47,8904
1,491431,299,4,10,490859
0,458814,353,4,17,458125
0,283286,425,4,4,282588
0,1863,44,4,53,1279
1,1306828,212,4,26,1306226
1,10499,39,2,51,10110
0,6256,131,2,63,5888
0,77237,61,4,58,76545
0,1685667,117,0,28,1685527
1,566496,300,4,10,565864
0,1200244,314,4,28,1199621
1,8071,393,4,92,7124
1,631273,160,4,4,630704
0,1299223,188,4,28,1298663
0,1337715,214,3,26,1337152
1,893116,244,3,22,892445
1,102031,0,4,2,101630
0,452612,287,4,28,451995
1,542828,294,4,10,542232
1,2082607,36,4,28,2081918
1,632235,87,4,27,631654
0,253563,291,4,16,252895
1,1060193,192,4,28,1059636
1,54130,400,4,94,53294
1,225709,70,3,14,225092
0,2016292,330,4,27,2015537
0,55031,270,4,76,54300
1,42738,392,4,92,42403
0,683253,99,4,28,682675
1,930600,247,4,22,929947
0,510533,431,4,5,509916
1,1653046,114,4,28,1652444
0,602022,163,4,4,601444
0,9693,360,4,83,9067
0,325661,371,4,16,325122
1,57983,63,4,59,57381
0,482096,259,4,16,481446
0,152203,402,4,94,151562
1,7816,170,4,67,6941
0,459742,255,4,16,459083
1,8984,261,4,72,8412
0,285006,251,4,16,284026
0,786,373,4,84,88
0,521226,211,4,6,520573
1,1896,260,4,72,1198
0,423275,206,4,23,422700
0,297265,228,4,3,296609
0,413954,418,4,28,413337
1,10738,166,4,66,10142
0,410431,183,4,15,409799
1,717564,274,4,27,716974
0,497547,257,4,16,496699
1,2021354,37,4,28,2020752
0,22510,55,3,42,21845
0,12963,342,4,78,12349
1,1274037,191,4,28,1273459
1,2090413,219,3,27,2089832
1,203566,71,2,14,203195
1,641268,240,4,10,640657
1,1773473,335,3,28,1772775
1,537100,295,4,10,536468
1,3185,164,4,65,2544
0,1078119,195,4,28,1077559
0,567898,124,2,19,567485
0,4704,233,4,70,4066
0,55203,82,4,14,54550
0,288418,227,4,3,287768
0,165971,19,4,9,165327
1,627125,86,4,11,626559
0,1646736,217,4,26,1646206
1,11303,51,4,56,10641
1,661517,1,4,10,660867
