Gene_Subclass,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Gene_Type,Chromosome_Id,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
1,13,1582,12,1,71,692,5,1
1,66,3052,57,1,96,605,5,0
1,3,498493,236,1,5,497942,5,0
1,77,6017,222,1,139,3066,5,0
1,133,4965,126,1,117,2173,5,1
1,93,585603,189,1,12,583600,5,0
1,85,2706,90,1,83,1,5,1
1,15,89160,183,1,3,86623,5,1
1,124,475584,98,1,43,473026,5,0
1,86,101201,25,1,13,100433,5,1
1,121,6087,15,1,72,4936,5,1
1,78,1639600,200,1,54,1637255,5,0
1,132,1686,2,1,76,1,5,1
1,22,10351,178,1,132,7736,5,1
1,21,1399795,23,1,47,1397420,5,0
1,76,651190,196,1,24,650348,5,0
0,22,17833,32,0,47,17345,1,1
1,125,612,72,1,44,103,5,1
1,43,32383,204,1,134,29822,5,0
1,87,69602,85,1,4,68706,5,1
1,7,182518,43,1,26,180932,5,1
1,12,18217,118,1,115,15659,5,0
1,65,88109,221,1,25,87465,5,0
1,79,73875,213,1,17,71692,5,1
1,129,5666,170,1,128,3972,5,0
1,4,267665,227,1,54,267153,5,0
1,29,578251,164,1,16,576644,5,0
1,8,1121147,216,1,43,1120731,5,0
1,109,583,160,1,125,2,5,0
1,100,2783,38,1,81,909,5,1
1,6,67398,223,1,53,66466,5,1
1,16,453362,132,1,11,452610,5,0
1,28,11981,106,1,112,9216,5,0
1,62,935665,193,1,37,933350,5,0
1,123,9109,153,1,28,6119,5,1
1,49,228,18,1,75,1,5,0
0,34,2248,20,0,78,1520,1,1
1,30,74451,230,1,15,72187,5,1
1,130,3080,55,1,94,735,5,1
1,99,45115,205,1,135,42281,5,0
1,57,2190,100,1,109,1,5,1
1,19,922,9,1,68,412,5,0
1,129,521339,135,1,6,518895,5,0
1,139,612431,133,1,17,611934,5,0
1,58,783875,68,1,30,783721,5,0
1,82,24991,115,1,114,22313,5,0
0,77,1238,215,0,88,288,1,1
1,13,4197,149,1,123,3526,5,1
0,104,1066,0,0,70,947,1,1
1,78,1161359,95,1,54,1159086,5,0
1,139,63967,212,1,17,63425,5,1
1,15,8168,49,1,82,5343,5,0
1,71,1842055,211,1,50,1840004,5,0
1,110,40883,51,1,64,38052,5,1
1,25,9729,91,1,83,7402,5,1
1,2,17064,79,1,102,15238,5,0
1,59,521580,39,1,2,519241,5,0
1,81,207218,120,1,36,204852,5,1
1,68,34273,7,1,20,33176,5,1
1,21,957,169,1,47,103,5,1
1,29,504842,74,1,1,502038,5,0
1,73,45868,113,1,46,44981,5,1
1,107,18211,54,1,35,15392,5,1
1,147,112160,87,1,18,109194,5,0
1,134,772241,48,1,27,769332,5,0
0,120,1411,1,0,73,1097,2,0
1,86,630925,172,1,13,630173,5,0
1,1,35958,40,1,30,35374,5,1
0,73,587282,69,0,19,586959,2,0
1,5,617,56,1,95,1,5,0
1,129,478396,136,1,6,477242,5,0
1,126,392192,107,1,29,389835,5,0
1,116,28437,220,1,55,25624,5,1
1,125,4194,219,1,138,3232,5,0
1,21,16367,33,1,47,13620,5,1
1,90,13228,197,1,133,10472,5,1
1,48,1874,58,1,97,3,5,1
1,97,640440,116,1,20,637990,5,0
1,115,963,77,1,19,103,5,1
1,48,184333,76,1,57,183608,5,0
1,51,382722,103,1,63,380155,5,0
1,31,9773,228,1,140,7086,5,0
1,51,10829,82,1,63,8487,5,1
1,1,281858,154,1,55,279111,5,0
1,118,326018,104,1,22,323649,5,0
1,139,663276,134,1,17,662509,5,0
1,146,563,44,1,92,3,5,1
1,139,8610,80,1,103,7165,5,0
1,80,250640,174,1,9,247890,5,0
1,4,1020701,163,1,54,1018377,5,0
1,114,23344,166,1,126,21104,5,0
1,44,57748,52,1,64,55331,5,1
1,127,7904,99,1,108,5580,5,1
0,96,2011553,3,0,52,2010699,3,0
1,109,26773,112,1,46,26201,5,1
1,54,2033316,141,1,52,2030554,5,0
1,95,15743,208,1,32,15195,5,1
1,123,822273,214,1,28,821002,5,0
1,72,16756,28,1,80,15296,5,0
1,8,88412,97,1,43,86619,5,1
1,77,7310,234,1,141,4494,5,0
0,70,586872,180,0,8,586129,2,0
1,51,360854,46,1,63,358083,5,1
1,7,215357,63,1,26,214062,5,1
1,81,254233,181,1,36,251879,5,1
1,78,26957,138,1,120,26184,5,0
1,17,856711,130,1,34,855554,5,0
