Gene_Type,Genomic_End_Position,Gene_Db_Id,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
1,760085,242,33,757590,0
0,169312,66,55,166550,0
1,130785,105,20,128263,0
1,122539,189,14,120197,1
0,594892,225,28,591674,0
0,571445,197,21,567813,0
1,690966,178,32,687994,0
1,9553,114,85,7784,0
1,582823,22,21,581135,0
0,1917064,172,56,1914173,1
1,25743,229,14,24748,1
1,71114,194,4,69705,1
0,103187,323,9,101616,0
0,702008,179,32,700188,0
1,585311,226,28,582390,0
1,2350211,167,59,2347587,0
1,491613,134,41,488857,1
1,12191,230,14,9909,1
1,1182,93,115,1,1
0,4231,135,51,1391,1
0,14595,65,67,12280,1
1,9360,254,94,6577,0
1,14953,301,53,12005,1
1,29749,161,29,26915,1
1,430057,184,33,427406,0
1,14455,91,113,11690,0
0,30562,278,18,28739,1
0,4524,239,141,2574,0
1,486237,25,47,483109,0
0,19758,183,135,17038,0
0,47207,81,112,45534,1
0,36437,103,117,35517,1
1,5595,68,107,2761,1
1,912033,73,41,909235,0
1,2693,280,96,396,0
0,4036,63,67,1289,1
1,93761,72,65,90201,1
1,11733,74,82,9154,0
1,706189,15,29,704129,0
0,120500,322,9,118605,0
1,26060,258,2,23298,1
1,351197,216,62,348939,0
0,8589,30,42,6541,1
1,1425113,14,52,1422420,0
1,688837,89,26,685982,0
0,54516,95,41,53479,1
0,1739,12,72,3,1
0,201879,298,61,200095,0
1,1320804,151,59,1318300,0
1,628364,101,27,625434,0
0,3779,181,133,1517,0
0,64637,150,65,62859,1
1,4799,270,144,2103,0
1,7313,234,140,4734,0
0,19476,159,128,17815,1
1,7957,142,126,5381,0
1,829858,120,37,827087,0
1,2120212,106,58,2117660,0
1,411543,243,31,408877,0
1,848494,162,35,847454,0
1,29971,144,45,27197,1
0,169188,306,44,166855,1
1,16396,293,149,13598,0
1,492103,130,0,489575,0
0,3892,45,54,599,1
1,439193,286,46,435576,0
1,570499,250,27,567725,0
1,3857,104,118,1095,1
1,924785,235,57,922281,1
1,245943,61,4,244298,0
1,556405,238,28,554000,1
0,9141,219,137,8410,0
1,981807,277,52,979324,1
1,14712,220,91,11650,0
1,2360044,13,59,2358530,0
1,11256,252,92,8914,1
1,7825,92,114,5795,0
0,9869,53,58,8244,1
1,96498,207,29,94816,1
1,83774,186,15,82602,1
0,1981,296,99,2,0
1,483389,320,5,481422,0
0,85945,309,16,83153,1
0,21702,59,104,18811,0
0,22871,4,25,21810,1
1,5339,51,101,2904,1
0,728090,36,30,725151,0
1,3210,23,73,616,1
0,258722,217,9,256827,0
0,10587,180,132,8119,1
1,145152,315,13,142906,1
1,572075,299,17,569139,0
1,58311,297,57,56848,1
1,33122,281,42,30594,1
1,690828,274,37,688522,0
0,45706,259,2,43370,1
1,588116,3,8,586977,0
0,4613,118,5,1626,1
0,12865,288,39,9965,1
1,4342,82,32,1385,1
1,15683,255,95,12888,0
1,378832,38,63,376718,0
1,39618,83,52,36688,1
0,563158,321,21,560651,0
0,467624,170,11,464685,0
1,2020967,176,56,2018517,0
0,4567,55,80,1604,0
1,24449,113,85,21516,0
1,33240,54,41,30436,1
1,197559,192,9,195199,1
0,955,155,88,2,1
1,1130391,196,46,1127446,0
0,61849,47,65,60071,1
1,1824669,165,58,1821786,0
1,21022,62,105,18272,1
1,517997,132,0,514713,0
1,2028531,265,58,2025571,0
1,4543,138,124,1706,1
1,16034,126,24,13233,0
0,1337382,268,52,1335682,0
0,1973,1,154,3,1
1,9934,88,49,6965,1
0,3158,6,40,342,1
1,648458,160,22,645735,0
0,31215,300,68,30121,1
1,1175229,146,49,1172704,0
0,2772,318,13,301,1
1,265804,200,10,263906,0
0,496864,169,6,494066,0
1,1709527,108,59,1707056,1
1,905310,39,45,902803,0
1,5025,157,127,2677,1
1,474181,191,4,471830,0
0,20670,139,125,18052,1
0,1434052,154,52,1432280,0
1,2327020,262,58,2324351,0
1,30617,149,66,28410,1
0,750304,208,37,747923,0
1,10460,77,111,8049,1
1,754760,204,31,752910,0
1,6217,319,13,3602,1
1,396132,244,31,393928,0
1,128705,206,29,127131,1
1,496021,27,1,493463,0
1,56619,316,13,53854,1
0,4421,32,76,3684,1
0,117865,210,2,115973,1
0,6529,156,36,4547,1
1,174847,193,9,172793,1
1,8963,174,131,6399,1
0,6840,284,146,3826,0
0,34372,2,50,33320,1
1,110366,248,64,107442,1
1,7278,97,116,4399,0
0,67475,295,56,65139,1
0,1140600,195,46,1138639,0
1,1174681,76,48,1172813,0
1,1443,20,71,1,1
0,7112,282,145,4374,1
1,1113039,294,58,1110685,1
1,7245,289,147,4687,1
1,12451,173,130,9695,1
0,2274,50,78,1,0
1,2194888,107,59,2192474,1
1,16715,185,46,14439,1
0,729858,199,37,727477,0
1,214887,305,9,212992,0
1,44770,26,50,42977,1
0,38223,31,43,36197,1
1,18751,110,84,16475,1
1,2149200,264,58,2146741,0
1,3783,86,25,1453,1
1,596370,276,11,593812,0
1,19819,123,0,16985,1
0,392186,223,11,389424,0
0,36463,117,16,33455,1
0,447897,285,46,446350,0
0,598524,94,7,596251,0
1,342240,153,59,339421,1
1,107280,49,19,104554,0
1,2892,67,106,97,0
0,478312,10,11,477440,0
1,46833,75,110,44356,0
1,670094,37,59,667467,0
0,2028848,177,56,2027736,0
1,68416,260,2,66416,1
1,4460,128,87,2295,0
0,553364,249,18,550602,0
1,201254,158,60,198909,0
0,851849,121,37,849015,0
1,3538,291,98,857,1
1,12394,303,150,9605,0
0,748745,35,30,745776,0
1,14564,60,81,12819,1
0,39476,267,143,36720,1
1,13956,214,90,10954,0
1,68621,190,57,67503,1
0,645301,275,11,642806,0
1,5678,129,122,4257,1
1,458839,17,11,457553,0
0,811998,312,40,810235,0
1,26744,325,43,24147,1
0,968,8,153,3,0
1,905988,98,42,903148,0
1,9121,287,39,6152,1
1,582104,237,12,579438,0
1,79885,228,11,77750,1
1,2982,71,109,445,1
1,22938,87,56,21226,1
1,1573917,166,58,1571158,0
0,531490,33,3,528650,0
0,4734,124,86,2191,0
1,710712,198,37,708220,0
0,367390,215,62,364778,0
1,56555,324,43,54387,1
0,18183,232,139,15433,0
1,4073,5,69,1218,0
1,15577,70,108,12521,1
1,2071578,164,58,2068987,0
1,27589,109,83,25172,0
0,4119,43,34,967,1
1,27235,148,30,24623,1
1,783456,80,34,780772,0
0,11142,112,120,8839,1
1,242630,119,23,239769,1
1,10610,171,129,8169,1
1,106204,279,18,104012,1
1,16963,48,100,14936,0
0,1171911,147,49,1168945,0
1,577397,7,28,576201,0
1,1820,9,155,189,0
1,485801,34,3,483723,0
1,11541,326,43,8509,1
1,619021,152,14,617285,0
0,13820,29,25,12766,1
1,2325261,42,59,2323705,0
1,10910,90,113,8910,0
1,639965,256,24,637563,0
