Entity_Type,Gene_Description,Genomic_End_Position,Gene_Id,Gene_Db_Id,Orthologous_Gene_Id,Encoded_Protein,Gene_Type,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
1,0,1123469,221,221,91,1,1,24,1120611,0
0,0,443238,158,158,103,2,0,15,440629,0
0,0,422008,202,202,32,2,0,17,419294,0
1,0,86749,153,153,66,1,1,3,84020,1
0,0,50888,152,152,50,2,0,20,48174,1
1,0,107074,256,256,70,1,1,2,104540,0
0,0,622377,40,40,10,2,0,31,620053,0
0,0,404953,162,162,84,2,0,15,402317,0
0,0,352788,251,251,108,2,0,18,350182,1
0,0,185153,22,22,129,2,0,27,182502,0
1,0,389747,165,165,127,1,1,15,387120,0
0,0,373899,27,27,26,2,0,5,371611,1
0,0,475012,140,140,112,2,0,7,472298,0
0,0,7162,18,18,45,2,0,51,4697,0
0,0,378614,164,164,84,2,0,15,375975,0
0,0,23290,218,218,71,2,0,50,20606,1
0,0,9867,61,61,95,2,0,63,7462,0
0,0,473501,203,203,121,3,0,23,470631,0
0,0,1713823,7,7,83,2,0,30,1711409,0
0,0,381075,237,237,17,2,0,16,378301,0
0,0,14845,48,48,49,3,0,60,11996,0
0,0,8092,214,214,43,2,0,83,5759,0
1,0,13979,199,199,0,1,1,80,11352,1
0,0,1053239,110,110,3,2,0,23,1050549,0
0,0,15062,85,85,45,2,0,66,12438,0
1,0,1100880,196,196,38,1,1,23,1098211,1
0,0,8115,173,173,44,3,0,49,5269,1
0,0,379418,171,171,50,2,0,34,376740,1
0,0,2047179,186,186,78,2,0,31,2044399,1
0,0,665447,74,74,22,3,0,23,662586,1
0,0,519004,253,253,72,2,0,7,516413,0
0,0,1324430,88,88,59,2,0,32,1322082,0
0,0,1156973,235,235,30,2,0,31,1154469,0
1,0,9580,198,198,37,1,1,79,6749,1
0,0,428427,87,87,81,3,0,20,425755,0
0,0,1096585,234,234,98,2,0,31,1093946,1
0,0,810651,170,170,123,2,0,22,808318,0
0,0,12594,151,151,45,2,0,76,9967,0
0,0,9089,217,217,23,2,0,85,6579,1
1,0,45075,122,122,25,1,1,72,42286,0
1,0,1611964,98,98,80,1,1,30,1609262,1
0,0,1828534,105,105,82,2,0,31,1825916,0
0,0,483376,94,94,105,2,0,24,480707,1
0,0,1865809,103,103,71,2,0,31,1862957,0
0,0,139709,255,255,87,2,0,1,138117,0
0,0,404584,116,116,89,2,0,22,402206,0
0,0,1731005,192,192,9,3,0,29,1728183,0
0,0,2060220,185,185,98,2,0,31,2057611,1
1,0,255561,16,16,38,1,1,23,253126,0
0,0,12158,10,10,52,2,0,43,9363,1
0,0,21771,83,83,45,2,0,64,19363,0
0,0,506933,17,17,69,3,0,23,504105,0
0,0,465591,163,163,111,2,0,15,462814,0
0,0,292921,245,245,118,2,0,6,290183,1
0,0,579976,259,259,84,2,0,15,577358,0
0,0,16377,144,144,45,2,0,74,13513,1
1,0,199898,35,35,90,1,1,19,197364,1
1,0,1633076,188,188,28,1,1,31,1630521,0
0,0,602587,41,41,82,2,0,31,600077,0
0,0,768058,76,76,69,2,0,23,765323,0
0,0,1129346,169,169,59,2,0,32,1126764,1
0,0,20976,58,58,10,2,0,46,18310,0
0,0,5331,149,149,95,2,0,75,2932,0
0,0,204433,63,63,44,2,0,14,201761,1
0,0,1825289,189,189,59,2,0,32,1822929,0
0,0,700388,14,14,104,2,0,15,697620,0
0,0,6553,118,118,60,2,0,68,4166,1
0,0,1169591,223,223,105,3,0,24,1166769,0
0,0,13678,156,156,16,2,0,3,10931,1
0,0,565683,138,138,115,2,0,6,563344,1
0,0,262330,243,243,81,2,0,6,259847,0
0,0,1251196,182,182,119,2,0,30,1248512,0
0,0,1015945,209,209,69,2,0,23,1013150,1
0,0,1147282,168,168,59,2,0,32,1144757,1
0,0,721934,75,75,34,2,0,23,719244,1
1,0,1582479,187,187,93,1,1,31,1579936,0
0,0,237391,71,71,20,2,0,9,234584,1
0,0,218715,56,56,68,2,0,17,215884,1
0,0,11062,4,4,35,2,0,39,8450,0
0,0,1570228,97,97,40,4,0,30,1568267,1
1,0,308185,66,66,85,1,1,23,306188,0
0,0,561205,46,46,117,2,0,8,558770,0
0,0,410579,134,134,17,2,0,16,407808,0
0,0,57145,57,57,88,3,0,46,54284,0
0,0,849988,206,206,77,2,0,23,847319,0
0,0,456596,15,15,36,2,0,5,453903,1
0,0,60414,227,227,13,2,0,87,57859,1
0,0,1007699,207,207,69,2,0,23,1005114,1
0,0,7898,9,9,61,2,0,42,5274,1
0,0,245264,49,49,2,2,0,0,242583,0
0,0,4732,121,121,95,2,0,71,2051,0
0,0,21506,59,59,95,2,0,62,18858,0
0,0,23129,124,124,95,3,0,73,20358,1
0,0,472189,70,70,47,2,0,18,469499,0
1,0,1014233,132,132,28,1,1,31,1011738,0
0,0,34218,60,60,95,2,0,62,31414,0
0,0,2102129,100,100,98,2,0,31,2099463,1
0,0,82609,136,136,41,3,0,19,79808,1
0,0,1317329,96,96,83,2,0,30,1314768,0
1,0,396615,252,252,11,1,1,18,394090,1
0,0,585607,81,81,118,2,0,6,583331,1
0,0,10603,6,6,1,3,0,40,7772,1
0,0,460231,147,147,24,2,0,13,457457,1
1,0,276688,211,211,93,1,1,24,274223,0
0,0,187696,249,249,15,2,0,9,185057,1
0,0,10893,90,90,57,2,0,33,8359,1
0,0,4709,30,30,49,2,0,57,2067,1
0,0,119436,257,257,14,2,0,2,116878,0
0,0,14331,230,230,24,2,0,88,11776,1
0,0,1650945,11,11,126,2,0,31,1648582,1
0,0,7054,120,120,49,2,0,70,4541,0
1,0,476059,148,148,101,1,1,5,473501,0
0,0,3590,212,212,29,2,0,82,942,1
0,0,1816759,191,191,110,2,0,32,1814429,0
0,0,2010450,107,107,111,2,0,32,2008033,1
0,0,529696,177,177,63,2,0,1,526820,1
0,0,280853,64,64,128,2,0,23,278046,0
1,0,436968,246,246,79,1,1,6,434224,0
1,0,408724,137,137,31,1,1,35,406415,1
0,0,1036042,115,115,122,2,0,25,1033382,0
0,0,25731,8,8,55,3,0,41,22858,0
0,0,35248,52,52,95,2,0,61,32438,0
0,0,2099,2,2,125,4,0,37,3,1
1,0,903444,113,113,46,1,1,23,900637,0
1,0,559805,146,146,89,1,1,13,557001,1
0,0,2171498,184,184,98,2,0,31,2169063,1
0,0,817323,78,78,69,2,0,23,814468,0
0,0,35322,193,193,60,2,0,77,32611,1
0,0,585177,205,205,22,3,0,23,582301,0
0,0,41459,219,219,105,3,0,86,38613,1
0,0,584285,176,176,21,0,0,1,581721,0
0,0,421319,161,161,127,2,0,15,418704,0
0,0,16042,109,109,49,3,0,67,13142,0
0,0,629809,111,111,7,3,0,13,627020,1
0,0,620072,44,44,92,2,0,8,617640,1
1,0,71558,154,154,74,1,1,3,69066,0
0,0,1115182,220,220,75,2,0,24,1112378,0
0,0,546370,47,47,92,2,0,8,543824,0
0,0,22835,145,145,95,2,0,74,20457,0
0,0,65602,23,23,45,2,0,54,62846,0
0,0,321121,172,172,93,2,0,32,318503,0
0,0,3099,84,84,49,2,0,65,313,1
0,0,2201057,55,55,110,2,0,32,2198634,1
1,0,1882048,102,102,116,1,1,31,1879670,0
1,0,2065088,99,99,28,1,1,31,2062416,0
0,0,8030,143,143,49,2,0,74,5538,1
0,0,54570,26,26,53,3,0,44,51787,1
0,0,12466,229,229,99,2,0,87,9926,1
0,0,1745786,12,12,71,2,0,31,1743231,0
0,0,1189938,225,225,106,2,0,24,1187140,0
0,0,596823,93,93,117,2,0,8,594229,1
0,0,565358,82,82,110,2,0,32,563163,1
0,0,935144,129,129,82,2,0,31,932427,1
0,0,7331,91,91,58,3,0,48,4482,1
0,0,167573,36,36,27,3,0,19,164778,1
0,0,191757,112,112,56,2,0,10,188965,1
0,0,344245,13,13,96,2,0,0,341906,1
0,0,205713,248,248,19,2,0,9,202903,1
0,0,546874,141,141,103,2,0,15,544250,0
0,0,1851640,104,104,78,2,0,31,1848668,0
0,0,468388,68,68,77,3,0,6,465485,0
0,0,14547,19,19,45,2,0,52,12235,0
0,0,425184,135,135,51,2,0,16,422410,0
0,0,249052,72,72,4,2,0,9,246272,1
0,0,7271,21,21,95,2,0,53,4884,0
0,0,3982,1,1,67,2,0,36,1541,0
0,0,21057,155,155,43,2,0,3,18763,1
0,0,399549,238,238,51,2,0,16,396772,0
0,0,11601,39,39,49,2,0,59,9187,0
0,0,175571,92,92,100,2,0,28,172800,1
0,0,110238,228,228,97,3,0,87,107374,0
0,0,783613,77,77,34,2,0,23,780839,0
0,0,8573,215,215,62,2,0,84,6039,1
0,0,7513,3,3,124,2,0,38,4757,1
0,0,171781,0,0,42,4,0,11,169685,1
0,0,221070,139,139,82,2,0,9,218443,1
0,0,1484951,183,183,44,3,0,30,1482129,1
0,0,880730,131,131,39,2,0,31,877992,1
0,0,12861,240,240,106,2,0,89,10087,1
0,0,763632,127,127,71,2,0,31,761305,0
1,0,1152001,181,181,107,1,1,30,1149578,1
0,0,184674,5,5,92,2,0,12,182293,0
0,0,194602,250,250,82,3,0,9,191840,1
0,0,2180588,54,54,54,2,0,32,2178147,1
0,0,17047,37,37,102,2,0,45,14579,1
0,0,256062,180,180,120,2,0,5,253732,0
0,0,1181628,224,224,75,2,0,24,1179322,0
1,0,2776,50,50,12,1,1,61,113,1
0,0,950785,130,130,39,2,0,31,948302,1
0,0,8596,123,123,49,2,0,72,5819,0
0,0,24923,62,62,18,2,0,47,22032,0
1,0,42017,201,201,48,1,1,81,39222,0
0,0,1200167,195,195,34,2,0,23,1197396,0
0,0,696919,73,73,22,2,0,23,694046,0
1,0,316755,117,117,91,1,1,24,314314,0
0,0,428401,69,69,73,2,0,18,425663,0
0,0,388287,239,239,114,2,0,16,385492,0
1,0,2113696,53,53,28,1,1,31,2111357,0
0,0,272153,65,65,69,2,0,23,269451,0
0,0,22052,241,241,9,2,0,90,19278,1
0,0,222070,179,179,64,2,0,5,219359,0
0,0,775880,128,128,78,2,0,31,773208,1
1,0,432436,159,159,59,1,1,15,429818,0
0,0,180486,34,34,41,2,0,19,177754,1
0,0,11536,32,32,49,2,0,58,9554,1
0,0,15093,157,157,129,3,0,19,12226,0
