Entity_Type,Gene_Description,Genomic_End_Position,Gene_Id,Gene_Db_Id,Orthologous_Gene_Id,Encoded_Protein,Gene_Type,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
0,0,1825289,188,188,63,2,0,32,1822929,0
1,0,590672,258,258,63,1,1,15,588504,0
0,0,6553,121,121,64,2,0,68,4166,1
0,0,1169591,223,223,110,3,0,24,1166769,0
0,0,13678,156,156,17,2,0,3,10931,1
0,0,468388,67,67,81,3,0,6,465485,0
1,0,476059,149,149,106,1,1,5,473501,0
0,0,1251196,181,181,123,2,0,30,1248512,0
0,0,1015945,208,208,73,2,0,23,1013150,1
0,0,1147282,168,168,63,2,0,32,1144757,1
0,0,696919,72,72,24,2,0,23,694046,0
1,0,1582479,186,186,98,1,1,31,1579936,0
0,0,221070,141,141,87,2,0,9,218443,1
0,0,463778,79,79,37,2,0,16,460986,0
0,0,11062,5,5,38,2,0,39,8450,0
0,0,1570228,99,99,43,5,0,30,1568267,1
0,0,280853,63,63,131,2,0,23,278046,0
0,0,546370,46,46,97,2,0,8,543824,0
0,0,399549,238,238,55,2,0,16,396772,0
0,0,57145,56,56,93,3,0,46,54284,0
0,0,817323,77,77,73,2,0,23,814468,0
1,0,408107,17,17,25,1,1,5,405750,0
0,0,60414,227,227,14,2,0,87,57859,1
0,0,1007699,206,206,73,2,0,23,1005114,1
0,0,7898,10,10,65,2,0,42,5274,1
0,0,245264,48,48,2,2,0,0,242583,0
0,0,4732,124,124,100,2,0,71,2051,0
0,0,21506,58,58,100,2,0,62,18858,0
0,0,23129,127,127,100,3,0,73,20358,1
0,0,428401,68,68,77,2,0,18,425663,0
1,0,1014233,135,135,30,1,1,31,1011738,0
0,0,34218,59,59,100,2,0,62,31414,0
0,0,2102129,102,102,103,2,0,31,2099463,1
0,0,15093,157,157,132,3,0,19,12226,0
0,0,1317329,98,98,88,2,0,30,1314768,0
0,0,352788,249,249,113,2,0,18,350182,1
0,0,565683,140,140,119,2,0,6,563344,1
0,0,10603,7,7,1,3,0,40,7772,1
0,0,212927,0,0,26,5,0,13,211077,1
1,0,276688,210,210,98,1,1,24,274223,0
0,0,652210,95,95,13,2,0,8,649424,0
0,0,10893,90,90,61,2,0,33,8359,1
0,0,4709,31,31,52,2,0,57,2067,1
0,0,119436,255,255,15,2,0,2,116878,0
0,0,14331,230,230,26,2,0,88,11776,1
0,0,1650945,12,12,129,2,0,31,1648582,1
0,0,7054,123,123,52,2,0,70,4541,0
0,0,456596,16,16,39,2,0,5,453903,1
0,0,3590,211,211,31,2,0,82,942,1
0,0,1816759,190,190,114,2,0,32,1814429,0
0,0,2010450,109,109,115,2,0,32,2008033,1
0,0,529696,176,176,67,2,0,1,526820,1
0,0,272153,64,64,73,2,0,23,269451,0
0,0,423886,65,65,119,2,0,6,421607,1
1,0,408724,139,139,33,1,1,35,406415,1
0,0,1036042,117,117,126,2,0,25,1033382,0
0,0,25731,9,9,59,3,0,41,22858,0
0,0,35248,51,51,100,2,0,61,32438,0
0,0,2099,3,3,128,5,0,37,3,1
1,0,903444,115,115,50,1,1,23,900637,0
0,0,460231,148,148,26,2,0,13,457457,1
0,0,2171498,183,183,103,2,0,31,2169063,1
0,0,783613,76,76,36,2,0,23,780839,0
0,0,35322,192,192,64,2,0,77,32611,1
0,0,506933,19,19,73,3,0,23,504105,0
0,0,41459,219,219,110,3,0,86,38613,1
0,0,584285,175,175,23,0,0,1,581721,0
0,0,404953,161,161,89,2,0,15,402317,0
0,0,16042,111,111,52,3,0,67,13142,0
1,0,574686,147,147,94,1,1,13,571897,1
0,0,596823,94,94,121,2,0,8,594229,1
1,0,71558,154,154,78,1,1,3,69066,0
0,0,1115182,220,220,79,2,0,24,1112378,0
0,0,556640,252,252,99,2,0,7,553878,0
0,0,22835,146,146,100,2,0,74,20457,0
0,0,65602,25,25,48,2,0,54,62846,0
0,0,321121,171,171,98,2,0,32,318503,0
0,0,3099,84,84,52,2,0,65,313,1
0,0,2201057,54,54,114,2,0,32,2198634,1
1,0,1882048,104,104,120,1,1,31,1879670,0
1,0,2065088,101,101,30,1,1,31,2062416,0
0,0,8030,144,144,52,2,0,74,5538,1
0,0,54570,28,28,57,3,0,44,51787,1
0,0,12466,229,229,104,2,0,87,9926,1
0,0,1745786,13,13,75,2,0,31,1743231,0
0,0,1189938,225,225,111,2,0,24,1187140,0
0,0,580806,93,93,86,5,0,8,578836,1
0,0,565358,82,82,114,2,0,32,563163,1
0,0,935144,132,132,87,2,0,31,932427,1
0,0,7331,91,91,62,3,0,48,4482,1
0,0,156435,34,34,87,3,0,19,153649,1
0,0,249052,71,71,4,2,0,9,246272,1
0,0,344245,14,14,101,2,0,0,341906,1
0,0,194602,248,248,87,3,0,9,191840,1
0,0,536061,256,256,89,2,0,15,533287,0
0,0,1851640,106,106,82,2,0,31,1848668,0
0,0,450835,66,66,119,2,0,6,448496,1
0,0,14547,21,21,48,2,0,52,12235,0
0,0,417885,137,137,54,2,0,16,415123,0
0,0,237391,70,70,22,2,0,9,234584,1
0,0,7271,23,23,100,2,0,53,4884,0
0,0,3982,2,2,71,2,0,36,1541,0
0,0,21057,155,155,45,2,0,3,18763,1
0,0,388287,239,239,118,2,0,16,385492,0
0,0,11601,40,40,52,2,0,59,9187,0
0,0,175571,92,92,105,2,0,28,172800,1
0,0,110238,228,228,102,3,0,87,107374,0
0,0,768058,75,75,73,2,0,23,765323,0
0,0,8573,215,215,66,2,0,84,6039,1
0,0,7513,4,4,127,2,0,38,4757,1
0,0,191757,114,114,60,2,0,10,188965,1
0,0,205713,246,246,21,2,0,9,202903,1
0,0,1484951,182,182,47,3,0,30,1482129,1
0,0,880730,134,134,42,2,0,31,877992,1
0,0,12861,240,240,111,2,0,89,10087,1
0,0,763632,130,130,75,2,0,31,761305,0
1,0,1152001,180,180,112,1,1,30,1149578,1
0,0,171302,231,231,13,4,0,12,169443,0
0,0,187696,247,247,16,2,0,9,185057,1
0,0,2180588,53,53,58,2,0,32,2178147,1
0,0,17047,38,38,107,2,0,45,14579,1
0,0,222070,178,178,68,2,0,5,219359,0
0,0,1181628,224,224,79,2,0,24,1179322,0
1,0,2776,49,49,12,1,1,61,113,1
0,0,950785,133,133,42,2,0,31,948302,1
0,0,8596,126,126,52,2,0,72,5819,0
0,0,24923,61,61,20,2,0,47,22032,0
1,0,42017,200,200,51,1,1,81,39222,0
0,0,1200167,194,194,36,2,0,23,1197396,0
0,0,665447,73,73,24,3,0,23,662586,1
1,0,316755,120,120,96,1,1,24,314314,0
1,0,396615,250,250,11,1,1,18,394090,1
0,0,381075,237,237,18,2,0,16,378301,0
1,0,2113696,52,52,30,1,1,31,2111357,0
1,0,255561,18,18,41,1,1,23,253126,0
0,0,22052,241,241,9,2,0,90,19278,1
0,0,198843,128,128,80,2,0,5,196225,0
0,0,775880,131,131,82,2,0,31,773208,1
0,0,421319,160,160,130,2,0,15,418704,0
0,0,167573,37,37,29,3,0,19,164778,1
0,0,11536,33,33,52,2,0,58,9554,1
1,0,597333,1,1,11,1,1,18,595705,1
