Strand_Orientation,Genomic_End_Position,Gene_Db_Id,Gene_Label,Chromosome_Id,Genomic_Start_Position
1,14001,394,394,92,13402
0,276224,138,138,22,275592
1,602338,321,321,6,601643
1,1845,389,389,91,1489
0,314714,123,123,12,314181
0,1473130,87,87,28,1472456
1,1134002,408,408,27,1133424
0,444695,31,31,3,444042
0,42175,386,386,88,41594
0,9261,129,129,62,8539
0,382637,57,57,3,382086
1,35038,304,304,1,34388
0,410050,250,250,16,409331
1,13194,350,350,81,12661
1,641578,83,83,11,640880
1,320021,423,423,4,319437
0,70385,301,301,15,69732
0,2893,384,384,87,2228
1,36160,19,19,14,35462
1,628319,186,186,13,627354
1,1066542,405,405,27,1065931
0,288480,176,176,17,287506
0,331967,155,155,16,331098
0,467996,365,365,22,467418
0,1344856,200,200,21,1344239
0,340144,413,413,14,339536
0,218124,168,168,17,217234
0,17055,48,48,56,16375
1,1049,287,287,48,204
1,789660,153,153,22,789061
1,874302,277,277,27,873739
1,281,10,10,36,3
0,16035,343,343,78,15472
1,301818,281,281,14,301183
1,6125,11,11,36,5631
0,578960,77,77,7,578253
0,1670681,28,28,27,1670067
1,538452,147,147,22,537880
0,278450,246,246,16,277617
0,473006,256,256,16,472107
0,16573,167,167,66,15977
0,1236,125,125,44,691
1,2152710,106,106,28,2152117
0,750998,202,202,16,750414
1,497850,297,297,10,497083
1,653543,84,84,11,652923
0,729959,96,96,28,729363
1,350824,414,414,14,350453
1,584282,134,134,10,583626
0,425782,143,143,14,425384
0,1183104,326,326,26,1182499
0,160801,403,403,94,160181
0,10872,104,104,60,10210
1,412598,283,283,30,411981
1,514088,296,296,10,513441
1,667099,4,4,10,666332
0,244449,291,291,16,243556
0,223254,292,292,16,222562
0,260483,178,178,17,259935
0,1078119,194,194,28,1077559
1,198335,42,42,10,197730
1,1243238,188,188,28,1242540
0,1109266,398,398,23,1108595
0,6197,387,387,89,5628
1,38888,79,79,14,38181
0,374682,41,41,28,374062
0,1420673,91,91,28,1420101
1,388432,196,196,29,388043
0,70633,59,59,58,70109
0,11230,374,374,49,10535
0,694973,308,308,27,694383
0,1677970,118,118,28,1677395
0,5761,375,375,50,5141
0,1886263,220,220,27,1885670
1,311313,422,422,4,310645
1,274287,174,174,14,273715
0,433446,207,207,23,432955
1,36542,385,385,88,35961
0,541203,103,103,6,540331
1,375081,122,122,12,374536
1,1142859,409,409,27,1142287
1,1481322,93,93,28,1480762
0,1261581,325,325,26,1260970
1,1739,6,6,33,1236
0,405277,142,142,14,404699
1,1581481,217,217,26,1580900
1,2442,288,288,48,1612
1,327963,424,424,4,327337
0,1411596,21,21,28,1410949
0,253089,179,179,17,252442
0,917604,276,276,27,916954
1,358436,280,280,14,358038
1,11470,47,47,55,11081
1,371048,279,279,14,370350
0,1943209,9,9,28,1942577
1,7470,271,271,77,6853
1,76266,282,282,14,75574
1,21243,14,14,38,20602
1,605996,241,241,10,605367
0,332148,411,411,14,331510
0,844685,368,368,22,844098
0,1875155,221,221,27,1874526
1,617680,236,236,10,617066
0,59685,49,49,56,58891
0,1611491,331,331,27,1610868
0,31626,357,357,83,31012
0,67780,415,415,14,67067
0,425359,251,251,16,424565
0,281837,180,180,17,281250
0,1169771,348,348,22,1169145
0,1200244,313,313,28,1199621
0,18926,390,390,92,18276
1,2115566,25,25,28,2114982
1,1109679,317,317,28,1109041
1,1559,51,51,57,987
0,413954,418,418,28,413337
0,128464,416,416,14,128075
1,1139142,316,316,28,1138561
0,385637,20,20,22,384969
1,1348,169,169,67,512
0,567879,381,381,20,567310
1,190891,66,66,14,190256
1,3660,197,197,68,3085
0,1001979,95,95,28,1001410
0,1671935,119,119,28,1671336
1,3008,165,165,46,2760
0,17644,349,349,80,17072
0,393310,284,284,30,392783
0,1025055,193,193,28,1024453
1,1654543,30,30,27,1654004
1,11006,13,13,37,10434
0,1840810,110,110,28,1840178
1,1182146,314,314,28,1181541
1,377041,363,363,12,376496
0,389569,252,252,16,388676
1,1235855,189,189,28,1235211
0,1806636,338,338,28,1806064
0,7249,53,53,57,6641
0,452612,285,285,28,451995
0,410649,144,144,14,410251
0,1121,2,2,32,531
0,690105,150,150,22,689434
0,7534,344,344,79,7151
0,14571,377,377,50,14272
0,237931,289,289,16,237338
0,622513,26,26,28,621803
0,253619,172,172,14,252897
0,244194,182,182,17,243160
0,1176204,399,399,23,1175530
1,668902,151,151,22,668282
1,22995,306,306,14,22609
1,47042,80,80,14,46335
1,6670,230,230,69,6140
1,462219,364,364,22,461563
0,1079,128,128,62,750
1,1784731,334,334,28,1784156
0,1392058,309,309,28,1391459
1,170789,68,68,14,170208
1,44727,395,395,93,44119
0,978860,278,278,27,978390
0,7294,264,264,75,6638
0,9111,132,132,63,8734
1,633393,82,82,11,632488
0,2852,16,16,40,2211
0,1610144,115,115,28,1609563
1,219644,71,71,14,218985
1,873,5,5,35,262
0,462632,141,141,4,462006
0,1707,378,378,85,1054
0,555039,78,78,7,554104
0,897457,275,275,27,896894
1,522983,295,295,10,522417
0,897652,243,243,22,897068
0,445439,135,135,16,444747
0,8892,376,376,50,8245
0,407298,185,185,15,406639
1,95645,64,64,2,95094
1,296809,421,421,4,296102
1,438791,32,32,3,438168
0,296422,247,247,16,295724
1,311595,412,412,14,311224
0,22912,58,58,58,22523
1,20624,74,74,43,19953
0,262228,37,37,22,261515
1,603114,240,240,10,602248
0,610905,158,158,4,610333
0,862102,244,244,22,861431
1,9993,33,33,41,9376
1,1448091,89,89,28,1447573
1,12594,199,199,47,11959
0,367683,156,156,16,367096
0,28027,44,44,53,27344
0,406686,140,140,4,406078
0,32545,265,265,76,31979
0,11424,40,40,52,10828
0,465000,354,354,17,464038
1,891600,274,274,27,891058
1,1570983,121,121,28,1570405
0,456160,322,322,23,455483
0,28680,130,130,63,27985
0,478938,102,102,0,478315
1,494817,204,204,23,494134
0,21792,346,346,79,21193
1,649380,239,239,10,648745
0,499409,366,366,22,498789
0,21840,233,233,71,21079
0,551183,229,229,19,550740
0,53116,397,397,93,52718
0,302673,248,248,16,302005
1,633183,237,237,10,632827
0,1591262,332,332,27,1590720
0,548259,145,145,20,547909
1,627298,100,100,6,626603
1,555039,429,429,4,554545
0,269583,420,420,4,268954
0,1587490,214,214,26,1586741
1,1060193,191,191,28,1059636
0,266589,177,177,17,265723
0,21892,340,340,78,21179
1,400683,56,56,3,400036
0,11825,45,45,53,11139
1,564291,149,149,22,563632
1,1722444,339,339,25,1721857
0,1871216,109,109,28,1870641
1,1100102,407,407,27,1099440
0,217404,22,22,16,216745
1,2130876,105,105,28,2130250
1,5418,234,234,71,4696
0,266951,175,175,14,266226
0,643220,201,201,6,642618
1,238595,173,173,14,237978
1,174019,65,65,14,173294
1,33533,391,391,92,32910
0,66227,303,303,1,65685
1,1038285,192,192,28,1037734
0,1299223,187,187,28,1298663
0,549268,75,75,7,548651
1,1790185,222,222,27,1789544
1,110877,157,157,2,110344
1,44362,302,302,15,43754
1,375323,426,426,4,374682
1,1894275,111,111,28,1893637
0,48963,358,358,83,48349
0,63431,63,63,59,62859
0,559332,146,146,20,558976
1,1947,15,15,39,1330
1,849658,23,23,27,849029
0,17246,269,269,76,16593
1,11667,262,262,74,10975
1,1192370,315,315,28,1191744
0,777907,152,152,22,777242
0,474095,355,355,17,473496
0,548591,228,228,19,548190
0,1665163,29,29,27,1664528
0,15815,361,361,83,15231
1,417430,206,206,23,416753
0,50225,396,396,93,49587
0,23909,362,362,83,23259
0,1935320,218,218,27,1934724
1,1439745,90,90,28,1439215
0,1628056,215,215,26,1627475
1,5356,351,351,82,4736
0,272757,181,181,17,271798
0,422988,184,184,15,422386
0,431207,427,427,4,430704
0,563485,94,94,20,563114
1,4939,7,7,33,4241
0,488252,254,254,16,487683
0,2159962,327,327,27,2159390
0,305429,372,372,24,304515
1,210445,137,137,11,209840
1,636879,161,161,4,636250
1,2103139,223,223,28,2102468
0,211634,419,419,0,211245
1,34921,270,270,77,34262
0,1578872,120,120,28,1578312
0,596495,162,162,4,595866
1,9539,198,198,47,8904
1,491431,298,298,10,490859
0,458814,353,353,17,458125
0,283286,425,425,4,282588
0,1863,43,43,53,1279
1,1306828,211,211,26,1306226
1,10499,38,38,51,10110
0,6256,131,131,63,5888
0,77237,60,60,58,76545
0,1685667,117,117,28,1685527
1,566496,299,299,10,565864
0,1212108,312,312,28,1211533
1,8071,393,393,92,7124
1,631273,160,160,4,630704
1,1357417,311,311,28,1356881
0,1337715,213,213,26,1337152
1,893116,242,242,22,892445
1,102031,0,0,2,101630
0,460277,286,286,28,459570
1,542828,293,293,10,542232
1,2082607,35,35,28,2081918
1,632235,86,86,27,631654
0,253563,290,290,16,252895
0,1069989,195,195,28,1069351
1,54130,400,400,94,53294
1,225709,69,69,14,225092
1,2039757,329,329,27,2039173
0,55031,268,268,76,54300
1,42738,392,392,92,42403
1,698962,97,97,28,698387
1,930600,245,245,22,929947
0,510533,431,431,5,509916
1,1653046,113,113,28,1652444
0,602022,163,163,4,601444
0,9693,360,360,83,9067
0,325661,371,371,16,325122
1,57983,62,62,59,57381
0,482096,257,257,16,481446
0,152203,402,402,94,151562
1,7816,170,170,67,6941
0,459742,253,253,16,459083
1,8984,259,259,72,8412
0,285006,249,249,16,284026
0,786,373,373,84,88
0,521226,210,210,6,520573
1,1896,258,258,72,1198
0,423275,205,205,23,422700
0,297265,226,226,3,296609
0,421453,417,417,28,420860
1,10738,166,166,66,10142
0,410431,183,183,15,409799
0,739582,273,273,27,738989
0,497547,255,255,16,496699
1,2021354,36,36,28,2020752
0,22510,54,54,42,21845
0,12963,342,342,78,12349
1,1279824,190,190,28,1279111
0,2141017,328,328,27,2140400
1,203566,70,70,14,203195
1,641268,238,238,10,640657
1,1773473,335,335,28,1772775
1,537100,294,294,10,536468
1,3185,164,164,65,2544
1,1094415,319,319,28,1093786
0,567898,124,124,19,567485
0,4704,231,231,70,4066
0,55203,81,81,14,54550
0,288418,225,225,3,287768
0,165971,18,18,9,165327
1,627125,85,85,11,626559
0,1646736,216,216,26,1646206
1,11303,50,50,56,10641
1,661517,1,1,10,660867
