Gene_Subclass,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Chromosome_Id,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
1,9,10942,200,200,1,30,10619,5,1
1,71,45868,112,112,1,45,44981,5,1
1,137,10805,106,106,1,111,10074,5,0
1,120,706956,36,36,1,27,704473,5,0
0,128,4265,65,65,0,99,3411,2,0
1,98,8105,58,58,1,96,5802,5,1
1,18,1034156,74,74,1,38,1031220,5,0
0,37,157631,185,185,0,49,157230,2,0
1,21,7838,214,214,1,134,7741,5,1
1,46,794,8,8,1,65,3,5,0
0,100,1231,13,13,0,72,899,1,1
1,73,51751,107,107,1,21,49106,5,0
1,91,2332647,199,199,1,53,2330257,5,0
1,72,114401,62,62,1,59,112584,5,1
1,91,41471,157,157,1,53,39177,5,1
1,21,1399795,23,23,1,46,1397420,5,0
1,61,6985,82,82,1,102,4031,5,1
1,30,46358,92,92,1,15,44298,5,1
1,109,1122061,145,145,1,42,1121249,5,0
1,15,535,6,6,1,64,1,5,0
1,122,11717,177,177,1,129,11061,5,0
1,108,629366,208,208,1,46,627348,5,0
1,129,34648,29,29,1,37,31775,5,1
1,1,56420,158,158,1,53,55923,5,1
1,133,42976,227,227,1,39,42014,5,1
1,33,2400,167,167,1,125,211,5,0
1,42,3058,138,138,1,119,647,5,0
1,75,33980,165,165,1,52,31590,5,1
1,56,358301,173,173,1,56,355485,5,0
0,110,202126,77,77,0,57,201683,2,0
1,59,83691,197,197,1,2,83233,5,1
1,127,33312,80,80,1,38,32212,5,1
1,89,1050263,159,159,1,47,1049748,5,0
1,84,368350,49,49,1,56,367493,5,0
1,7,23148,139,139,1,41,20869,5,1
1,38,877,16,16,1,75,2,5,0
1,40,1381,103,103,1,109,2,5,0
0,93,1130987,147,147,0,42,1130442,1,0
1,131,33975,34,34,1,26,32362,5,1
1,83,47107,231,231,1,13,46339,5,1
1,119,25397,152,152,1,27,23602,5,1
1,6,2035,128,128,1,117,1445,5,0
1,78,254233,181,181,1,35,251879,5,1
0,50,282,117,117,0,83,1,2,1
1,75,903359,161,161,1,52,902475,5,0
1,46,3364,171,171,1,127,1112,5,0
1,3,8634,59,59,1,97,6310,5,0
1,45,6051,110,110,1,82,3256,5,0
1,64,88109,218,218,1,24,87465,5,0
1,10,147,10,10,1,66,1,5,0
1,119,36817,150,150,1,27,35931,5,1
1,27,15156,24,24,1,77,14362,5,1
1,75,944659,162,162,1,52,941918,5,1
1,3,513917,236,236,1,5,513297,5,0
1,53,24472,189,189,1,14,23342,5,1
1,140,46075,232,232,1,13,44094,5,1
1,32,4117,224,224,1,47,1346,5,1
1,116,1991,179,179,1,130,321,5,1
1,26,7580,87,87,1,103,6150,5,1
1,1,317768,193,193,1,53,315381,5,0
0,55,581031,237,237,0,19,580762,2,0
1,58,783875,68,68,1,29,783721,5,0
1,41,929,17,17,1,73,492,5,0
1,139,6341,60,60,1,98,3546,5,0
1,134,28634,142,142,1,17,28311,5,1
1,123,392192,105,105,1,28,389835,5,0
0,60,2270,57,57,0,95,1968,0,1
0,22,17833,30,30,0,46,17345,1,1
1,72,609376,207,207,1,11,606950,5,0
1,14,2735,215,215,1,135,1362,5,1
1,108,1444050,22,22,1,46,1442287,5,0
1,36,6226,11,11,1,67,4295,5,0
1,80,481120,108,108,1,0,478592,5,0
1,39,215,5,5,1,116,3,5,0
1,68,2208,144,144,1,120,1,5,1
1,92,15743,206,206,1,31,15195,5,1
1,2,4959,100,100,1,108,2632,5,0
1,38,38673,90,90,1,104,38134,5,1
1,1,2184398,86,86,1,53,2181870,5,1
1,6,781276,168,168,1,30,779186,5,0
1,53,46181,184,184,1,14,45609,5,1
1,18,703894,114,114,1,22,701207,5,0
0,81,2029693,140,140,0,50,2028950,3,0
1,0,4564,44,44,1,91,2810,5,1
1,13,1582,12,12,1,69,692,5,1
1,65,3052,55,55,1,94,605,5,0
1,3,498493,235,235,1,5,497942,5,0
1,74,6017,220,220,1,137,3066,5,0
1,130,4965,125,125,1,115,2173,5,1
1,90,585603,190,190,1,12,583600,5,0
1,82,2706,88,88,1,81,1,5,1
1,15,89160,183,183,1,3,86623,5,1
1,8,88412,95,95,1,42,86619,5,1
1,83,101201,25,25,1,13,100433,5,1
1,118,6087,15,15,1,70,4936,5,1
1,75,1639600,198,198,1,52,1637255,5,0
1,129,1686,2,2,1,74,1,5,1
1,22,10351,178,178,1,130,7736,5,1
1,108,1338938,194,194,1,46,1337487,5,0
1,138,699100,72,72,1,23,696140,5,0
1,21,16367,31,31,1,46,13620,5,1
1,121,1153652,148,148,1,42,1152030,5,0
1,43,32383,202,202,1,132,29822,5,0
1,84,69602,83,83,1,4,68706,5,1
1,7,71222,127,127,1,25,69540,5,1
1,12,18217,118,118,1,113,15659,5,0
1,64,57820,33,33,1,24,56951,5,0
1,76,73875,210,210,1,17,71692,5,1
1,126,5666,170,170,1,126,3972,5,0
1,4,267665,225,225,1,52,267153,5,0
1,29,578251,164,164,1,16,576644,5,0
1,121,475584,96,96,1,42,473026,5,0
1,106,583,160,160,1,123,2,5,0
1,97,2783,38,38,1,79,909,5,1
1,6,67398,221,221,1,51,66466,5,1
1,16,453362,131,131,1,11,452610,5,0
1,28,11981,104,104,1,110,9216,5,0
1,99,915785,192,192,1,36,913926,5,0
1,131,772241,47,47,1,26,769332,5,0
1,49,228,18,18,1,73,1,5,0
0,34,2248,20,20,0,76,1520,1,1
1,30,74451,228,228,1,15,72187,5,1
1,127,3080,53,53,1,92,735,5,1
1,96,45115,203,203,1,133,42281,5,0
1,57,2190,98,98,1,107,1,5,1
1,19,922,9,9,1,66,412,5,0
1,126,521339,134,134,1,6,518895,5,0
1,134,612431,132,132,1,17,611934,5,0
1,1,750468,66,66,1,29,747616,5,0
1,79,24991,115,115,1,112,22313,5,0
0,74,1238,212,212,0,86,288,1,1
1,13,4197,149,149,1,121,3526,5,1
0,101,1066,0,0,0,68,947,1,1
1,75,1161359,93,93,1,52,1159086,5,0
1,134,63967,209,209,1,17,63425,5,1
1,15,8168,48,48,1,80,5343,5,0
1,125,1852084,67,67,1,48,1850486,5,0
1,107,40883,50,50,1,62,38052,5,1
1,25,9729,89,89,1,81,7402,5,1
1,2,17064,78,78,1,100,15238,5,0
1,59,521580,39,39,1,2,519241,5,0
1,104,814312,219,219,1,34,811961,5,0
1,67,34273,7,7,1,20,33176,5,1
1,106,58454,113,113,1,45,55821,5,1
1,29,504842,73,73,1,1,502038,5,0
1,106,26773,111,111,1,45,26201,5,1
1,17,856711,129,129,1,33,855554,5,0
1,142,112160,85,85,1,18,109194,5,0
1,131,752571,46,46,1,26,750136,5,0
0,117,1411,1,1,0,71,1097,2,0
1,83,630925,172,172,1,13,630173,5,0
0,120,795045,191,191,0,28,794215,1,0
0,71,587282,69,69,0,19,586959,2,0
1,5,617,54,54,1,93,1,5,0
1,126,478396,135,135,1,6,477242,5,0
1,120,822273,211,211,1,27,821002,5,0
1,113,28437,217,217,1,53,25624,5,1
1,122,4194,216,216,1,136,3232,5,0
1,21,957,169,169,1,46,103,5,1
1,87,13228,195,195,1,131,10472,5,1
1,48,1874,56,56,1,95,3,5,1
1,94,640440,116,116,1,20,637990,5,0
1,112,963,76,76,1,19,103,5,1
1,48,184333,75,75,1,55,183608,5,0
1,51,382722,101,101,1,61,380155,5,0
1,31,9773,226,226,1,138,7086,5,0
1,51,10829,81,81,1,61,8487,5,1
1,1,281858,154,154,1,53,279111,5,0
1,18,23155,186,186,1,22,22973,5,1
1,134,663276,133,133,1,17,662509,5,0
1,141,563,43,43,1,90,3,5,1
1,134,8610,79,79,1,101,7165,5,0
1,77,250640,174,174,1,9,247890,5,0
1,4,1020701,163,163,1,52,1018377,5,0
1,111,23344,166,166,1,124,21104,5,0
1,44,57748,51,51,1,62,55331,5,1
1,124,7904,97,97,1,106,5580,5,1
0,93,2011553,3,3,0,50,2010699,3,0
0,57,45867,21,21,0,44,45670,2,1
1,54,2033316,141,141,1,50,2030554,5,0
1,6,821170,99,99,1,30,818471,5,0
1,119,805101,143,143,1,27,802591,5,0
1,70,16756,28,28,1,78,15296,5,0
1,121,66037,94,94,1,42,63011,5,1
1,74,7310,233,233,1,139,4494,5,0
0,69,586872,180,180,0,8,586129,2,0
1,51,360854,45,45,1,61,358083,5,1
1,7,182518,42,42,1,25,180932,5,1
1,78,207218,120,120,1,35,204852,5,1
1,75,26957,137,137,1,118,26184,5,0
0,30,870832,52,52,0,32,869711,2,0
