Gene_Subclass,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Gene_Type,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
0,57,59387,95,0,42,57738,1
0,41,477141,198,0,7,476586,0
0,124,5583,99,0,100,3223,0
1,9,40877,203,1,29,40377,1
1,49,636865,80,1,20,634829,0
0,80,180595,120,0,60,178343,0
0,117,827,13,0,63,3,0
1,95,122003,229,1,11,119982,1
0,104,16433,193,0,81,14709,1
1,24,35613,195,1,122,33460,1
1,133,16106,74,1,97,14127,0
0,39,194620,126,0,55,192110,0
0,42,85349,67,0,4,84366,1
0,138,303473,216,0,12,301437,1
0,14,49973,26,0,23,48072,1
0,124,7225,106,0,102,4853,0
0,37,3201,61,0,75,2560,1
0,124,17152,138,0,111,14774,1
0,96,43304,157,0,57,40902,1
0,35,52112,104,0,45,49749,1
0,63,316113,226,0,11,313945,1
0,135,3704,22,0,68,1446,1
1,36,12933,114,1,40,10912,1
1,104,60946,148,1,54,58898,1
1,5,1287,19,1,70,1,0
0,124,3133,53,0,90,824,1
0,83,23314,236,0,2,21104,0
0,132,18709,35,0,27,16532,1
1,82,411395,37,1,13,410220,0
0,123,66424,233,0,36,64094,1
1,126,469090,34,1,1,466913,0
0,123,4184,235,0,36,1923,1
0,0,754574,174,0,26,752403,0
0,106,315631,215,0,12,313523,1
1,65,480279,206,1,46,478171,0
1,41,609383,79,1,20,607077,0
0,120,377705,98,0,59,375522,0
0,108,400277,27,0,10,398004,0
0,26,702444,213,0,22,701878,0
1,28,369509,63,1,13,367296,1
0,103,5540,44,0,85,3963,1
0,41,526037,39,0,3,525222,0
0,26,57522,127,0,22,55348,1
1,11,28472,221,1,47,26358,1
1,20,3258,210,1,124,754,1
1,18,961848,155,1,37,959689,0
1,66,16197,178,1,120,13717,1
0,124,1669,48,0,87,2,1
1,0,399311,93,1,14,397290,0
0,45,646569,182,0,12,644707,0
1,65,27218,69,1,51,24993,1
0,16,2152465,190,0,53,2150273,0
1,36,5726,0,1,126,3723,0
1,29,1909430,131,1,53,1907460,1
0,107,1835184,68,0,48,1832923,0
0,85,27070,142,0,16,24536,1
0,106,311650,214,0,12,309482,1
0,110,6765,192,0,81,4204,1
0,124,1518,60,0,94,1,1
1,25,477984,152,1,5,475453,0
1,72,19107,105,1,45,16912,1
1,136,2336,150,1,115,3,1
1,19,468765,85,1,54,466540,0
0,124,4334,97,0,99,1968,1
0,44,71096,140,0,41,68619,1
0,127,909502,75,0,35,907241,0
1,38,1116077,154,1,41,1113876,0
1,105,62927,151,1,24,60651,1
0,124,7491,128,0,22,5182,1
0,117,1333,15,0,65,3,0
1,76,811009,211,1,33,808763,0
0,79,1475,2,0,127,3,0
0,73,471716,220,0,5,470270,0
0,70,2123600,88,0,53,2121408,0
1,64,669243,187,1,18,667156,0
1,122,252998,133,1,28,250869,0
0,124,6479,137,0,110,5838,1
0,84,68193,149,0,25,66007,1
