Gene_Subclass,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Chromosome_Id,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
1,107,18211,55,55,1,35,15392,5,1
1,115,963,78,78,1,19,103,5,1
1,134,772241,49,49,1,27,769332,5,0
0,120,1411,1,1,0,73,1097,2,0
1,86,630925,173,173,1,13,630173,5,0
1,1,35958,41,41,1,30,35374,5,1
1,68,34273,7,7,1,20,33176,5,1
1,5,617,57,57,1,95,1,5,0
1,129,478396,137,137,1,6,477242,5,0
1,126,392192,108,108,1,29,389835,5,0
1,116,28437,220,220,1,55,25624,5,1
1,125,4194,219,219,1,138,3232,5,0
1,21,16367,33,33,1,47,13620,5,1
1,90,13228,197,197,1,133,10472,5,1
1,48,1874,59,59,1,97,3,5,1
1,75,51751,110,110,1,21,49106,5,0
0,55,581031,238,238,0,19,580762,2,0
1,48,184333,77,77,1,57,183608,5,0
1,51,382722,104,104,1,63,380155,5,0
1,31,9773,228,228,1,140,7086,5,0
1,51,10829,83,83,1,63,8487,5,1
1,1,281858,155,155,1,55,279111,5,0
1,118,326018,105,105,1,22,323649,5,0
1,147,112160,88,88,1,18,109194,5,0
1,146,563,45,45,1,92,3,5,1
1,139,8610,81,81,1,103,7165,5,0
1,80,250640,175,175,1,9,247890,5,0
1,4,1020701,164,164,1,54,1018377,5,0
1,114,23344,167,167,1,126,21104,5,0
1,44,57748,53,53,1,64,55331,5,1
1,127,7904,100,100,1,108,5580,5,1
0,96,2011553,3,3,0,52,2010699,3,0
1,109,26773,114,114,1,46,26201,5,1
1,54,2033316,142,142,1,52,2030554,5,0
1,95,15743,208,208,1,32,15195,5,1
1,123,822273,214,214,1,28,821002,5,0
1,72,16756,28,28,1,80,15296,5,0
1,8,88412,98,98,1,43,86619,5,1
1,77,7310,234,234,1,141,4494,5,0
0,70,586872,181,181,0,8,586129,2,0
1,51,360854,47,47,1,63,358083,5,1
1,7,215357,64,64,1,26,214062,5,1
1,81,254233,182,182,1,36,251879,5,1
1,78,26957,139,139,1,120,26184,5,0
1,17,856711,132,132,1,34,855554,5,0
