Gene_Type,Gene_Description,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Chromosome_Id,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
1,0,176,130785,106,17,128263,3,0
1,0,125,2892,68,104,97,3,0
1,0,121,596370,277,10,593812,3,0
1,0,31,46833,77,108,44356,3,0
1,0,85,670094,37,57,667467,3,0
0,0,144,2028848,179,54,2027736,2,0
1,0,27,68416,262,2,66416,3,1
1,0,94,4460,129,85,2295,3,0
0,1,0,655728,168,16,653962,0,0
1,0,108,201254,158,58,198909,3,0
1,0,52,4289,171,35,3018,3,1
1,0,63,3538,292,96,857,3,1
1,0,147,12394,304,148,9605,3,0
1,0,6,396132,245,28,393928,3,0
1,0,129,14564,61,79,12819,3,1
0,0,185,39476,269,141,36720,0,1
1,0,101,13956,214,88,10954,3,0
1,0,87,68621,192,55,67503,3,1
0,0,96,390438,238,11,389477,0,0
1,0,5,5678,130,120,4257,3,1
0,0,68,467624,172,10,464685,0,0
1,0,69,825842,311,37,823350,3,0
0,0,110,38223,31,40,36197,0,1
0,0,155,968,8,151,3,0,0
1,2,102,11541,325,40,8509,3,1
0,0,181,12865,289,36,9965,0,1
0,0,12,606712,237,11,603989,0,0
0,0,8,392186,223,10,389424,0,0
1,0,151,2982,72,107,445,3,1
1,0,163,22938,88,54,21226,3,1
1,0,131,1573917,166,56,1571158,3,0
0,0,42,531490,33,3,528650,0,0
0,0,25,4734,125,84,2191,0,0
0,0,181,729858,202,34,727477,0,0
0,0,100,367390,215,60,364778,1,0
0,0,57,966472,30,41,963723,0,0
0,0,88,18183,233,137,15433,0,0
1,0,37,4073,5,67,1218,3,0
1,0,50,15577,71,106,12521,3,1
1,0,13,2071578,164,56,2068987,3,0
1,0,124,27589,110,81,25172,3,0
1,0,73,22430,44,31,19944,3,1
1,0,9,181574,314,27,180063,3,1
1,0,127,801320,82,31,798915,3,0
0,0,77,11142,113,118,8839,0,1
1,0,92,16034,127,21,13233,3,0
1,0,79,10610,173,127,8169,3,1
0,0,51,553364,250,16,550602,0,0
1,0,72,16963,49,98,14936,3,0
0,0,150,1171911,148,47,1168945,0,0
1,0,15,585311,227,25,582390,3,0
1,0,34,1820,9,153,189,3,0
1,0,46,485801,34,3,483723,3,0
1,0,22,26744,324,40,24147,3,1
1,0,110,71684,295,14,69120,3,1
0,0,64,22871,4,22,21810,0,1
1,0,148,2325261,42,57,2323705,3,0
1,0,70,10910,91,111,8910,3,0
0,0,126,663320,259,21,660522,0,0
