Gene_Type,Gene_Description,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Chromosome_Id,Genomic_Start_Position,Encoded_Protein_Description,Strand_Orientation
1,0,82,128705,208,29,127131,3,1
1,0,186,496021,26,1,493463,3,0
1,0,27,56619,316,13,53854,3,1
0,0,173,4421,31,76,3684,0,1
0,0,103,117865,212,2,115973,0,1
0,0,95,6529,157,36,4547,0,1
1,0,22,174847,195,9,172793,3,1
1,0,4,8963,177,131,6399,3,1
0,0,166,6840,284,146,3826,0,0
1,0,60,1175229,146,49,1172704,3,0
1,0,142,110366,250,64,107442,3,1
1,0,41,7278,95,116,4399,3,0
1,0,165,22938,85,56,21226,3,1
1,0,138,1130391,198,46,1127446,3,0
1,0,35,11829,32,48,8980,3,1
1,0,49,1443,19,71,1,3,1
0,0,99,7112,282,145,4374,0,1
1,0,14,1008775,190,58,1006142,3,0
1,0,80,7245,290,147,4687,3,1
1,0,81,12451,176,130,9695,3,1
0,0,68,2274,50,78,1,0,0
1,0,85,2194888,106,59,2192474,3,1
1,0,124,905310,39,45,902803,3,0
0,0,183,729858,201,37,727477,0,0
1,0,43,214887,305,9,212992,3,0
0,0,153,34372,2,50,33320,0,1
0,0,112,38223,30,43,36197,0,1
1,0,78,18751,109,84,16475,3,1
1,0,133,2120212,105,58,2117660,3,0
1,0,25,3783,84,25,1453,3,1
1,0,123,596370,276,11,593812,3,0
1,0,81,19819,122,0,16985,3,1
0,0,8,392186,225,11,389424,0,0
0,0,114,36463,116,16,33455,0,1
1,0,138,439193,286,46,435576,3,0
0,0,107,598524,92,7,596251,1,0
1,0,151,342240,153,59,339421,3,1
1,0,33,107280,48,19,104554,3,0
1,0,128,2892,67,106,97,3,0
0,0,21,478312,10,11,477440,0,0
1,0,32,46833,74,110,44356,3,0
1,0,85,670094,37,59,667467,3,0
1,0,158,2020967,178,56,2018517,3,0
1,0,28,68416,262,2,66416,3,1
1,0,95,4460,127,87,2295,3,0
0,0,51,553364,251,18,550602,0,0
1,0,110,201254,159,60,198909,3,0
0,0,87,851849,120,37,849015,0,0
1,0,62,3538,292,98,857,3,1
1,0,150,12394,303,150,9605,3,0
0,0,90,748745,35,30,745776,0,0
1,0,131,14564,60,81,12819,3,1
0,0,186,39476,268,143,36720,0,1
1,0,102,13956,216,90,10954,3,0
1,0,125,58311,298,57,56848,3,1
0,0,8,645301,275,11,642806,0,0
1,0,5,5678,128,122,4257,3,1
1,0,159,458839,16,11,457553,3,0
0,0,45,811998,312,40,810235,0,0
1,0,23,26744,325,43,24147,3,1
0,0,158,968,8,153,3,0,0
1,0,48,905988,96,42,903148,3,0
1,0,117,9121,288,39,6152,3,1
1,0,8,582104,239,12,579438,3,0
1,0,123,79885,230,11,77750,3,1
1,0,154,2982,70,109,445,3,1
0,0,79,169312,66,55,166550,0,0
1,0,14,1113039,295,58,1110685,3,1
0,0,42,531490,33,3,528650,0,0
0,0,26,4734,123,86,2191,0,0
1,0,105,710712,200,37,708220,3,0
0,0,101,367390,217,62,364778,1,0
1,0,23,56555,324,43,54387,3,1
0,0,89,18183,234,139,15433,0,0
1,0,38,4073,5,69,1218,3,0
1,0,50,15577,69,108,12521,3,1
1,0,133,2028531,266,58,2025571,3,0
1,0,126,27589,108,83,25172,3,0
0,0,145,4119,43,34,967,0,1
1,0,138,27235,148,30,24623,3,1
1,0,74,783456,79,34,780772,3,0
0,0,77,11142,111,120,8839,0,1
1,0,16,242630,118,23,239769,3,1
1,0,79,10610,173,129,8169,3,1
1,0,155,106204,279,18,104012,4,1
1,0,72,16963,47,100,14936,3,0
1,0,60,9934,86,49,6965,3,1
1,0,37,577397,7,28,576201,3,0
1,0,36,1820,9,155,189,3,0
1,0,46,485801,34,3,483723,3,0
1,3,103,11541,326,43,8509,3,1
1,0,19,619021,152,14,617285,3,0
0,0,63,13820,28,25,12766,0,1
1,0,151,2325261,42,59,2323705,3,0
1,0,70,10910,88,113,8910,3,0
1,0,93,639965,258,24,637563,3,0
