Gene_Subclass,Genomic_End_Position,Gene_Db_Id,Gene_Label,Gene_Type,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
1,16367,31,31,1,46,13620,1
1,1153652,148,148,1,42,1152030,0
1,32383,201,201,1,133,29822,0
1,69602,83,83,1,4,68706,1
1,71222,127,127,1,25,69540,1
1,18217,118,118,1,114,15659,0
1,57820,33,33,1,24,56951,0
1,73875,210,210,1,17,71692,1
1,5666,169,169,1,127,3972,0
1,267665,225,225,1,53,267153,0
1,578251,163,163,1,16,576644,0
1,475584,96,96,1,42,473026,0
1,583,159,159,1,124,2,0
1,2783,38,38,1,80,909,1
1,67398,221,221,1,52,66466,1
1,453362,131,131,1,11,452610,0
1,11981,104,104,1,111,9216,0
1,915785,191,191,1,36,913926,0
1,772241,47,47,1,26,769332,0
1,228,18,18,1,74,1,0
0,2248,20,20,0,77,1520,1
1,74451,228,228,1,15,72187,1
1,3080,53,53,1,93,735,1
1,45115,202,202,1,134,42281,0
1,2190,98,98,1,108,1,1
1,922,9,9,1,67,412,0
1,521339,134,134,1,6,518895,0
1,612431,132,132,1,17,611934,0
1,750468,66,66,1,29,747616,0
1,24991,115,115,1,113,22313,0
0,1238,212,212,0,87,288,1
1,4197,149,149,1,122,3526,1
0,1066,0,0,0,69,947,1
1,1161359,93,93,1,53,1159086,0
1,63967,209,209,1,17,63425,1
1,8168,48,48,1,81,5343,0
1,1842055,208,208,1,49,1840004,0
1,40883,50,50,1,63,38052,1
1,9729,89,89,1,82,7402,1
1,17064,77,77,1,101,15238,0
1,521580,39,39,1,2,519241,0
1,814312,219,219,1,34,811961,0
1,34273,7,7,1,20,33176,1
1,58454,113,113,1,45,55821,1
1,504842,72,72,1,1,502038,0
1,26773,111,111,1,45,26201,1
1,856711,129,129,1,33,855554,0
1,112160,85,85,1,18,109194,0
1,752571,46,46,1,26,750136,0
0,1411,1,1,0,72,1097,0
1,630925,171,171,1,13,630173,0
0,795045,190,190,0,28,794215,0
0,587282,68,68,0,19,586959,0
1,617,54,54,1,94,1,0
1,478396,135,135,1,6,477242,0
1,822273,211,211,1,27,821002,0
1,28437,217,217,1,54,25624,1
1,4194,216,216,1,137,3232,0
1,957,168,168,1,46,103,1
1,13228,194,194,1,132,10472,1
1,1874,56,56,1,96,3,1
1,640440,116,116,1,20,637990,0
1,963,75,75,1,19,103,1
1,184333,74,74,1,56,183608,0
1,382722,101,101,1,62,380155,0
1,9773,226,226,1,139,7086,0
1,10829,80,80,1,62,8487,1
1,281858,154,154,1,54,279111,0
1,23155,185,185,1,22,22973,1
1,663276,133,133,1,17,662509,0
1,563,43,43,1,91,3,1
1,8610,78,78,1,102,7165,0
1,250640,173,173,1,9,247890,0
1,1020701,162,162,1,53,1018377,0
1,23344,165,165,1,125,21104,0
1,57748,51,51,1,63,55331,1
1,7904,97,97,1,107,5580,1
0,2011553,3,3,0,51,2010699,0
0,45867,21,21,0,44,45670,1
1,2033316,141,141,1,51,2030554,0
1,821170,99,99,1,30,818471,0
1,805101,143,143,1,27,802591,0
1,16756,28,28,1,79,15296,0
1,66037,94,94,1,42,63011,1
1,7310,233,233,1,140,4494,0
0,586872,179,179,0,8,586129,0
1,360854,45,45,1,62,358083,1
1,182518,42,42,1,25,180932,1
1,207218,120,120,1,35,204852,1
1,26957,137,137,1,119,26184,0
0,870832,52,52,0,32,869711,0
