Entity_Type,Gene_Description,Genomic_End_Position,Gene_Id,Gene_Db_Id,Gene_Type,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
0,0,768058,80,80,0,23,765323,0
0,0,8573,215,215,0,81,6039,1
0,0,2099,5,5,0,35,3,1
0,0,191757,116,116,0,10,188965,1
0,0,205713,246,246,0,9,202903,1
0,0,1409461,102,102,0,28,1406588,1
0,0,775880,132,132,0,29,773208,1
0,0,12861,240,240,0,86,10087,1
0,0,735391,130,130,0,29,733043,0
0,0,1731005,190,190,0,27,1728183,0
0,0,171302,231,231,0,12,169443,0
0,0,187696,247,247,0,9,185057,1
0,0,2050620,20,20,0,30,2048281,1
0,0,17047,41,41,0,42,14579,1
0,0,222070,177,177,0,5,219359,0
0,0,1169591,223,223,0,24,1166769,0
1,0,2776,53,53,1,58,113,1
0,0,935144,133,133,0,29,932427,1
0,0,8596,127,127,0,69,5819,0
0,0,24923,66,66,0,44,22032,0
1,0,42017,199,199,1,78,39222,0
1,0,1150558,192,192,1,23,1147775,1
0,0,665447,78,78,0,23,662586,1
1,0,276688,210,210,1,24,274223,0
1,0,396615,250,250,1,18,394090,1
0,0,381075,237,237,0,16,378301,0
0,0,2102129,105,105,0,29,2099463,1
1,0,255561,21,21,1,23,253126,0
0,0,22052,241,241,0,87,19278,1
0,0,198843,129,129,0,5,196225,0
0,0,763632,131,131,0,29,761305,0
0,0,421319,160,160,0,15,418704,0
0,0,167573,40,40,0,19,164778,1
0,0,11536,36,36,0,55,9554,1
1,0,597333,3,3,1,18,595705,1
