Gene_Type,Ortholog_Id,Genomic_End_Position,Gene_Db_Id,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
0,162,3779,181,134,1517,0
0,16,61849,46,65,60071,1
1,52,4799,270,145,2103,0
1,107,7313,234,141,4734,0
0,153,19476,158,129,17815,1
1,177,7957,141,127,5381,0
1,22,829858,118,37,827087,0
1,14,2071578,163,58,2068987,0
1,100,411543,243,31,408877,0
1,1,848494,161,35,847454,0
1,171,8756,144,45,5919,1
0,17,169188,306,44,166855,1
1,178,16396,294,150,13598,0
1,81,492103,127,0,489575,0
1,11,14953,302,53,12005,1
0,39,427483,287,46,425420,0
1,91,570499,250,27,567725,0
1,182,3857,102,119,1095,1
1,88,68621,190,57,67503,1
1,107,245943,61,4,244298,0
1,37,556405,238,28,554000,1
0,64,9141,219,138,8410,0
1,157,873816,170,52,871123,0
0,130,20605,214,92,20087,0
1,85,2350211,166,59,2347587,0
1,176,14712,220,93,11650,0
1,133,7825,89,115,5795,0
0,158,1137976,135,57,1133828,0
1,82,96498,207,29,94816,1
1,112,83774,186,15,82602,1
1,62,3538,292,100,857,1
1,142,483389,320,5,481422,0
0,180,85945,309,16,83153,1
1,39,6970,58,105,4526,0
0,63,22871,4,25,21810,1
0,86,2258,47,102,3,1
0,106,728090,36,30,725151,0
0,26,1739,12,72,3,1
0,120,258722,217,9,256827,0
0,50,10587,180,133,8119,1
1,27,145152,315,13,142906,1
1,103,572075,300,17,569139,0
0,148,2028848,177,56,2027736,0
1,48,33122,281,42,30594,1
1,22,690828,274,37,688522,0
0,139,45706,259,2,43370,1
1,13,588116,3,8,586977,0
0,145,4613,116,5,1626,1
0,183,12865,289,39,9965,1
1,113,4342,80,32,1385,1
1,47,9360,254,96,6577,0
0,101,367390,215,62,364778,0
0,137,25602,133,51,22921,1
0,96,563158,321,21,560651,0
0,68,467624,169,11,464685,0
0,157,2010044,11,56,2009265,0
0,90,1225,52,79,1,1
1,29,9553,111,85,7784,0
1,131,33240,54,41,30436,1
1,43,197559,192,9,195199,1
1,154,2762,130,89,822,0
0,118,447897,285,46,446350,0
1,58,36839,205,65,34572,1
1,14,1721524,41,58,1718519,1
0,67,21702,59,106,18811,0
1,81,517997,129,0,514713,0
1,134,1984663,164,58,1981777,0
1,8,4543,136,125,1706,1
1,93,16034,124,24,13233,0
1,147,1133115,269,52,1130755,1
0,56,1973,1,155,3,1
1,35,1174681,74,48,1172813,0
0,105,3158,6,40,342,1
1,147,648458,159,22,645735,0
1,136,28068,64,67,25282,1
0,154,1171911,146,49,1168945,0
0,3,2772,318,13,301,1
1,19,265804,200,10,263906,0
0,5,496864,168,6,494066,0
1,85,1626838,106,59,1624217,0
1,124,29971,143,45,27197,1
1,31,5025,156,128,2677,1
1,107,474181,191,4,471830,0
0,119,20670,138,126,18052,1
0,83,1430611,97,52,1429409,0
1,134,2149200,264,58,2146741,0
1,83,3014,93,66,228,1
0,183,750304,208,37,747923,0
1,2,10460,75,112,8049,1
1,100,754760,204,31,752910,0
1,98,6217,319,13,3602,1
1,6,396132,244,31,393928,0
1,82,128705,206,29,127131,1
1,186,496021,26,1,493463,0
1,27,56619,316,13,53854,1
1,106,1094,23,75,159,1
0,102,117865,210,2,115973,1
0,95,6529,155,36,4547,1
1,22,174847,193,9,172793,1
1,4,8963,175,132,6399,1
0,167,6840,284,147,3826,0
1,60,1175229,145,49,1172704,0
1,111,388046,38,63,385203,0
1,41,7278,94,117,4399,0
1,166,22938,84,56,21226,1
1,139,1130391,196,46,1127446,0
1,35,11829,32,48,8980,1
1,172,4777,18,70,2027,1
0,99,7112,282,146,4374,1
1,14,1008775,188,58,1006142,0
1,80,7245,290,148,4687,1
1,81,12451,174,131,9695,1
1,73,2272,40,77,2,0
1,152,1767155,266,59,1764399,1
1,124,905310,39,45,902803,0
0,183,729858,199,37,727477,0
1,43,214887,305,9,212992,0
0,154,34372,2,50,33320,1
0,112,38223,30,43,36197,1
1,126,27589,107,83,25172,0
1,134,2120212,104,58,2117660,0
1,25,3783,83,25,1453,1
1,123,596370,276,11,593812,0
1,81,19819,121,0,16985,1
0,8,392186,223,11,389424,0
0,114,36463,115,16,33455,1
1,139,439193,286,46,435576,0
0,106,598524,91,7,596251,0
0,184,17724,293,59,14986,1
1,33,107280,48,19,104554,0
1,115,21022,62,107,18272,1
0,21,478312,10,11,477440,0
1,32,46833,73,111,44356,0
1,152,342240,151,59,339421,1
1,159,2020967,176,56,2018517,0
1,28,68416,260,2,66416,1
0,84,1204,125,88,2,0
0,51,553364,249,18,550602,0
1,152,2360044,13,59,2358530,0
0,87,851849,119,37,849015,0
0,159,3713,283,99,2106,0
1,151,12394,303,151,9605,0
0,90,748745,35,30,745776,0
0,161,4567,55,80,1604,0
0,186,39476,268,144,36720,1
1,86,3790,209,91,806,0
1,125,58311,298,57,56848,1
0,8,645301,275,11,642806,0
1,5,5678,126,123,4257,1
1,160,458839,16,11,457553,0
0,45,811998,312,40,810235,0
1,23,26744,325,43,24147,1
0,159,968,8,154,3,0
1,48,905988,95,42,903148,0
1,117,9121,288,39,6152,1
1,8,582104,237,12,579438,0
1,123,79885,228,11,77750,1
1,155,2982,69,110,445,1
0,79,169312,66,55,166550,0
1,14,1113039,295,58,1110685,1
0,42,531490,33,3,528650,0
1,42,15172,112,86,12569,0
1,104,710712,198,37,708220,0
1,116,351197,216,62,348939,0
1,23,56555,324,43,54387,1
0,89,18183,232,140,15433,0
0,65,31215,301,68,30121,1
1,50,15577,68,109,12521,1
1,134,2028531,265,58,2025571,0
1,59,11733,72,82,9154,0
0,146,4119,43,34,967,1
1,139,27235,147,30,24623,1
1,74,783456,78,34,780772,0
0,77,11142,110,121,8839,1
1,16,242630,117,23,239769,1
1,79,10610,171,130,8169,1
1,156,106204,279,18,104012,1
0,39,1981,297,101,2,0
1,60,9934,85,49,6965,1
1,37,577397,7,28,576201,0
1,36,1820,9,156,189,0
1,46,485801,34,3,483723,0
1,102,11541,326,43,8509,1
1,19,619021,150,14,617285,0
0,63,13820,28,25,12766,1
1,85,2194888,105,59,2192474,1
1,70,10910,87,114,8910,0
1,93,639965,256,24,637563,0
