Gene_Subclass,Gene_Description,Genomic_End_Position,Gene_Db_Id,Gene_Label,Encoded_Protein,Gene_Type,Chromosome_Id,Genomic_Start_Position,Strand_Orientation
0,0,717564,272,272,4,0,27,716974,1
0,0,1637787,114,114,4,0,28,1637185,1
0,0,487905,171,171,4,0,3,487330,0
1,0,356421,430,430,3,1,13,355831,1
0,0,1932015,107,107,4,0,28,1931470,0
0,0,2027,39,39,4,0,52,1341,0
0,0,1743790,336,336,4,0,28,1743146,0
0,0,515441,210,210,4,0,6,514617,0
0,0,1118634,320,320,4,0,28,1117975,1
1,0,347837,17,17,3,1,3,347313,0
0,0,250738,324,324,4,0,3,250097,0
0,0,1579,3,3,4,0,34,1004,1
0,0,570400,76,76,4,0,7,569783,0
1,0,544317,148,148,1,1,22,543658,0
0,0,52129,267,267,4,0,76,51491,0
1,0,19103,380,380,3,1,86,18480,1
0,0,4829,260,260,4,0,73,4128,0
0,0,599763,235,235,4,0,10,598996,1
0,0,430625,12,12,4,0,16,430509,0
0,0,1148872,410,410,4,0,27,1148204,0
0,0,339516,227,227,4,0,3,338926,0
0,0,1413348,213,213,4,0,26,1412725,1
0,0,1081012,406,406,4,0,27,1080440,1
0,0,15668,345,345,4,0,79,15015,0
0,0,6518,305,305,4,0,1,5874,1
0,0,26110,307,307,4,0,14,25487,1
1,0,504309,428,428,3,1,4,503911,1
0,0,610947,367,367,4,0,22,610288,1
0,0,1995197,219,219,4,0,27,1994529,0
0,0,216763,323,323,4,0,3,216122,0
1,0,588625,159,159,3,1,4,587969,1
0,0,416038,383,383,4,0,31,415541,0
1,0,463493,101,101,3,1,0,462885,1
0,0,14001,394,394,4,0,92,13402,1
0,0,276224,138,138,4,0,22,275592,0
0,0,602338,321,321,4,0,6,601643,1
0,0,1845,389,389,2,0,91,1489,1
0,0,314714,123,123,4,0,12,314181,0
0,0,1473130,87,87,4,0,28,1472456,0
0,0,1134002,408,408,4,0,27,1133424,1
0,0,444695,31,31,4,0,3,444042,0
0,0,42175,386,386,4,0,88,41594,0
0,0,9261,129,129,4,0,62,8539,0
0,0,382637,57,57,4,0,3,382086,0
0,0,35038,304,304,4,0,1,34388,1
0,0,410050,250,250,4,0,16,409331,0
1,0,13194,350,350,3,1,81,12661,1
0,0,641578,83,83,4,0,11,640880,1
0,0,320021,423,423,4,0,4,319437,1
0,0,70385,301,301,4,0,15,69732,0
0,0,2893,384,384,4,0,87,2228,0
0,0,36160,19,19,4,0,14,35462,1
1,0,628319,186,186,3,1,13,627354,1
0,0,1066542,405,405,4,0,27,1065931,1
0,0,288480,176,176,4,0,17,287506,0
0,0,331967,155,155,4,0,16,331098,0
0,0,467996,365,365,4,0,22,467418,0
0,0,1344856,201,201,4,0,21,1344239,0
0,1,340144,413,413,4,0,14,339536,0
0,0,218124,168,168,4,0,17,217234,0
0,0,17055,48,48,4,0,56,16375,0
0,0,1049,287,287,4,0,48,204,1
0,0,789660,153,153,4,0,22,789061,1
1,0,874302,277,277,3,1,27,873739,1
0,0,281,10,10,5,0,36,3,1
0,0,16035,343,343,4,0,78,15472,0
0,0,301818,281,281,4,0,14,301183,1
0,0,6125,11,11,4,0,36,5631,1
0,0,578960,77,77,4,0,7,578253,0
0,0,1670681,28,28,4,0,27,1670067,0
0,0,538452,147,147,4,0,22,537880,1
0,0,278450,246,246,4,0,16,277617,0
0,0,473006,256,256,4,0,16,472107,0
0,0,16573,167,167,4,0,66,15977,0
0,0,1236,125,125,4,0,44,691,0
0,0,2152710,106,106,4,0,28,2152117,1
0,0,750998,203,203,4,0,16,750414,0
0,0,497850,297,297,4,0,10,497083,1
0,0,653543,84,84,4,0,11,652923,1
0,0,729959,96,96,4,0,28,729363,0
0,0,350824,414,414,2,0,14,350453,1
0,0,584282,134,134,4,0,10,583626,1
0,0,425782,143,143,2,0,14,425384,0
0,0,1183104,326,326,4,0,26,1182499,0
0,0,160801,403,403,4,0,94,160181,0
1,0,10872,104,104,3,1,60,10210,0
0,0,412598,283,283,4,0,30,411981,1
0,0,514088,296,296,4,0,10,513441,1
0,0,667099,4,4,4,0,10,666332,1
0,0,244449,291,291,4,0,16,243556,0
0,0,223254,292,292,4,0,16,222562,0
0,0,260483,178,178,4,0,17,259935,0
0,0,1078119,195,195,4,0,28,1077559,0
0,0,198335,42,42,4,0,10,197730,1
0,0,1243238,189,189,4,0,28,1242540,1
0,0,1109266,398,398,4,0,23,1108595,0
0,0,6197,387,387,4,0,89,5628,0
0,0,38888,79,79,4,0,14,38181,1
0,0,374682,41,41,4,0,28,374062,0
0,0,1420673,91,91,4,0,28,1420101,0
0,0,388432,197,197,2,0,29,388043,1
0,0,70633,59,59,4,0,58,70109,0
0,0,11230,374,374,4,0,49,10535,0
0,0,694973,308,308,4,0,27,694383,0
0,0,1677970,118,118,4,0,28,1677395,0
0,0,5761,375,375,4,0,50,5141,0
0,0,1886263,220,220,4,0,27,1885670,0
0,0,311313,422,422,4,0,4,310645,1
0,0,274287,174,174,4,0,14,273715,1
0,0,433446,208,208,4,0,23,432955,0
0,0,36542,385,385,4,0,88,35961,1
0,0,541203,103,103,4,0,6,540331,0
0,0,375081,122,122,4,0,12,374536,1
0,0,1142859,409,409,4,0,27,1142287,1
0,0,1481322,93,93,4,0,28,1480762,1
1,0,1261581,325,325,3,1,26,1260970,0
0,0,1739,6,6,4,0,33,1236,1
0,0,405277,142,142,4,0,14,404699,0
0,0,1581481,217,217,4,0,26,1580900,1
0,0,2442,288,288,4,0,48,1612,1
0,1,327963,424,424,4,0,4,327337,1
0,0,1411596,21,21,4,0,28,1410949,0
0,0,253089,179,179,4,0,17,252442,0
0,0,917604,276,276,4,0,27,916954,0
0,0,358436,280,280,2,0,14,358038,1
0,0,11470,47,47,2,0,55,11081,1
0,0,371048,279,279,4,0,14,370350,1
0,0,1943209,9,9,4,0,28,1942577,0
0,0,7470,271,271,4,0,77,6853,1
0,0,76266,282,282,4,0,14,75574,1
0,0,21243,14,14,4,0,38,20602,1
0,0,605996,241,241,4,0,10,605367,1
0,0,332148,411,411,4,0,14,331510,0
1,0,844685,368,368,3,1,22,844098,0
0,0,1875155,221,221,4,0,27,1874526,0
0,0,617680,236,236,4,0,10,617066,1
0,0,59685,49,49,4,0,56,58891,0
0,0,1611491,331,331,4,0,27,1610868,0
0,0,31626,357,357,4,0,83,31012,0
0,0,67780,415,415,4,0,14,67067,0
0,0,425359,251,251,4,0,16,424565,0
0,0,281837,180,180,4,0,17,281250,0
0,0,1169771,348,348,4,0,22,1169145,0
0,0,1200244,313,313,4,0,28,1199621,0
0,0,18926,390,390,4,0,92,18276,0
0,0,2115566,25,25,4,0,28,2114982,1
0,0,1109679,317,317,4,0,28,1109041,1
0,0,1559,51,51,4,0,57,987,1
0,0,413954,418,418,4,0,28,413337,0
0,0,128464,416,416,2,0,14,128075,0
0,0,1139142,316,316,4,0,28,1138561,1
1,0,385637,20,20,3,1,22,384969,0
0,0,1348,169,169,4,0,67,512,1
0,0,567879,381,381,2,0,20,567310,0
0,0,190891,66,66,4,0,14,190256,1
0,0,3660,198,198,4,0,68,3085,1
0,0,1001979,95,95,4,0,28,1001410,0
1,0,1671935,119,119,3,1,28,1671336,0
0,0,3008,165,165,4,0,46,2760,1
0,0,17644,349,349,4,0,80,17072,0
0,0,393310,284,284,4,0,30,392783,0
0,0,1025055,194,194,4,0,28,1024453,0
0,0,1654543,30,30,4,0,27,1654004,1
0,0,11006,13,13,4,0,37,10434,1
0,0,1840810,110,110,4,0,28,1840178,0
0,0,1182146,314,314,4,0,28,1181541,1
0,0,377041,363,363,4,0,12,376496,1
0,0,389569,252,252,4,0,16,388676,0
0,0,1235855,190,190,2,0,28,1235211,1
0,0,1806636,338,338,4,0,28,1806064,0
0,0,7249,53,53,4,0,57,6641,0
0,0,452612,285,285,4,0,28,451995,0
0,0,410649,144,144,2,0,14,410251,0
0,0,1121,2,2,4,0,32,531,0
1,0,690105,150,150,3,1,22,689434,0
0,0,7534,344,344,2,0,79,7151,0
0,0,14571,377,377,4,0,50,14272,0
0,0,237931,289,289,4,0,16,237338,0
0,0,622513,26,26,4,0,28,621803,0
0,0,253619,172,172,4,0,14,252897,0
0,0,244194,182,182,4,0,17,243160,0
0,0,1176204,399,399,4,0,23,1175530,0
0,0,668902,151,151,4,0,22,668282,1
0,0,22995,306,306,2,0,14,22609,1
0,0,47042,80,80,4,0,14,46335,1
0,0,6670,230,230,4,0,69,6140,1
0,0,462219,364,364,4,0,22,461563,1
0,0,1079,128,128,2,0,62,750,0
0,1,1784731,334,334,4,0,28,1784156,1
0,0,1392058,309,309,4,0,28,1391459,0
0,0,170789,68,68,4,0,14,170208,1
1,0,44727,395,395,3,1,93,44119,1
1,0,978860,278,278,1,1,27,978390,0
0,0,7294,264,264,4,0,75,6638,0
0,0,9111,132,132,2,0,63,8734,0
0,0,633393,82,82,4,0,11,632488,1
0,0,2852,16,16,4,0,40,2211,0
0,0,1610144,115,115,4,0,28,1609563,0
0,0,219644,71,71,4,0,14,218985,1
0,0,873,5,5,4,0,35,262,1
0,0,462632,141,141,4,0,4,462006,0
0,0,1707,378,378,4,0,85,1054,0
0,0,555039,78,78,4,0,7,554104,0
0,0,897457,275,275,4,0,27,896894,0
0,0,522983,295,295,4,0,10,522417,1
0,0,897652,243,243,4,0,22,897068,0
0,0,445439,135,135,4,0,16,444747,0
0,0,8892,376,376,4,0,50,8245,0
0,0,407298,185,185,4,0,15,406639,0
0,0,95645,64,64,4,0,2,95094,1
0,0,296809,421,421,4,0,4,296102,1
0,0,438791,32,32,4,0,3,438168,1
0,0,296422,247,247,4,0,16,295724,0
0,0,311595,412,412,2,0,14,311224,1
0,0,22912,58,58,2,0,58,22523,0
0,0,20624,74,74,4,0,43,19953,1
0,0,262228,37,37,4,0,22,261515,0
0,0,603114,240,240,4,0,10,602248,1
0,0,610905,158,158,4,0,4,610333,0
1,0,862102,244,244,3,1,22,861431,0
0,0,9993,33,33,4,0,41,9376,1
0,0,1448091,89,89,4,0,28,1447573,1
0,0,12594,200,200,4,0,47,11959,1
0,0,367683,156,156,4,0,16,367096,0
0,0,28027,44,44,4,0,53,27344,0
0,0,406686,140,140,4,0,4,406078,0
0,0,32545,265,265,4,0,76,31979,0
1,0,11424,40,40,3,1,52,10828,0
0,0,465000,354,354,4,0,17,464038,0
1,0,891600,274,274,1,1,27,891058,1
0,0,1570983,121,121,4,0,28,1570405,1
0,0,456160,322,322,4,0,23,455483,0
1,0,28680,130,130,3,1,63,27985,0
0,0,478938,102,102,4,0,0,478315,0
0,0,494817,205,205,4,0,23,494134,1
0,0,21792,346,346,4,0,79,21193,0
0,0,649380,239,239,4,0,10,648745,1
1,0,499409,366,366,3,1,22,498789,0
0,0,21840,233,233,4,0,71,21079,0
0,0,551183,229,229,2,0,19,550740,0
0,0,53116,397,397,5,0,93,52718,0
0,0,302673,248,248,4,0,16,302005,0
0,0,633183,237,237,2,0,10,632827,1
0,0,1591262,332,332,4,0,27,1590720,0
0,0,548259,145,145,2,0,20,547909,0
0,0,627298,100,100,4,0,6,626603,1
0,0,555039,429,429,4,0,4,554545,1
0,0,269583,420,420,4,0,4,268954,0
0,0,1587490,215,215,4,0,26,1586741,0
0,0,1060193,192,192,4,0,28,1059636,1
0,0,266589,177,177,4,0,17,265723,0
0,0,21892,340,340,4,0,78,21179,0
0,0,400683,56,56,4,0,3,400036,1
0,0,11825,45,45,4,0,53,11139,0
0,0,564291,149,149,4,0,22,563632,1
0,0,1722444,339,339,4,0,25,1721857,1
0,0,1871216,109,109,4,0,28,1870641,0
0,0,1100102,407,407,4,0,27,1099440,1
0,0,217404,22,22,4,0,16,216745,0
0,0,2130876,105,105,4,0,28,2130250,1
0,0,5418,234,234,4,0,71,4696,1
0,0,266951,175,175,4,0,14,266226,0
0,0,643220,202,202,4,0,6,642618,0
0,0,238595,173,173,4,0,14,237978,1
0,0,174019,65,65,4,0,14,173294,1
0,0,33533,391,391,4,0,92,32910,1
0,0,66227,303,303,4,0,1,65685,0
0,0,1038285,193,193,4,0,28,1037734,1
0,0,1299223,188,188,4,0,28,1298663,0
0,0,549268,75,75,4,0,7,548651,0
0,0,1790185,222,222,4,0,27,1789544,1
0,0,110877,157,157,5,0,2,110344,1
1,0,44362,302,302,3,1,15,43754,1
0,0,375323,426,426,4,0,4,374682,1
0,1,1894275,111,111,4,0,28,1893637,1
0,0,48963,358,358,4,0,83,48349,0
0,0,63431,63,63,4,0,59,62859,0
0,0,559332,146,146,2,0,20,558976,0
1,0,1947,15,15,3,1,39,1330,1
0,1,849658,23,23,4,0,27,849029,1
0,0,17246,269,269,4,0,76,16593,0
0,0,11667,262,262,4,0,74,10975,1
0,0,1192370,315,315,4,0,28,1191744,1
0,0,777907,152,152,4,0,22,777242,0
0,0,474095,355,355,4,0,17,473496,0
0,0,548591,228,228,2,0,19,548190,0
0,0,1665163,29,29,4,0,27,1664528,0
0,0,15815,361,361,4,0,83,15231,0
0,0,417430,207,207,4,0,23,416753,1
0,0,50225,396,396,4,0,93,49587,0
0,0,23909,362,362,4,0,83,23259,0
0,0,1935320,218,218,4,0,27,1934724,0
0,0,1439745,90,90,4,0,28,1439215,1
0,0,1628056,216,216,4,0,26,1627475,0
0,0,5356,351,351,4,0,82,4736,1
0,0,272757,181,181,4,0,17,271798,0
0,0,422988,184,184,4,0,15,422386,0
0,0,431207,427,427,4,0,4,430704,0
0,0,563485,94,94,2,0,20,563114,0
0,0,4939,7,7,4,0,33,4241,1
0,0,488252,254,254,4,0,16,487683,0
0,0,2159962,327,327,4,0,27,2159390,0
0,0,305429,372,372,4,0,24,304515,0
1,0,210445,137,137,3,1,11,209840,1
0,0,636879,161,161,4,0,4,636250,1
0,0,2103139,223,223,4,0,28,2102468,1
0,0,211634,419,419,5,0,0,211245,0
0,0,34921,270,270,4,0,77,34262,1
0,0,1578872,120,120,4,0,28,1578312,0
0,0,596495,162,162,4,0,4,595866,0
0,0,9539,199,199,4,0,47,8904,1
0,0,491431,298,298,4,0,10,490859,1
0,0,458814,353,353,4,0,17,458125,0
0,0,283286,425,425,4,0,4,282588,0
0,0,1863,43,43,4,0,53,1279,0
0,0,1306828,212,212,4,0,26,1306226,1
0,0,10499,38,38,2,0,51,10110,1
0,0,6256,131,131,2,0,63,5888,0
0,0,77237,60,60,4,0,58,76545,0
0,0,1685667,117,117,0,0,28,1685527,0
0,0,566496,299,299,4,0,10,565864,1
0,0,1212108,312,312,4,0,28,1211533,0
0,0,8071,393,393,4,0,92,7124,1
0,0,631273,160,160,4,0,4,630704,1
0,0,1357417,311,311,4,0,28,1356881,1
1,0,1337715,214,214,3,1,26,1337152,0
1,0,893116,242,242,3,1,22,892445,1
0,0,102031,0,0,4,0,2,101630,1
0,0,460277,286,286,4,0,28,459570,0
0,0,542828,293,293,4,0,10,542232,1
0,0,2082607,35,35,4,0,28,2081918,1
0,0,673589,187,187,4,0,27,672981,1
0,0,253563,290,290,4,0,16,252895,0
0,0,1069989,196,196,4,0,28,1069351,0
0,0,54130,400,400,4,0,94,53294,1
1,0,225709,69,69,3,1,14,225092,1
0,0,2039757,329,329,4,0,27,2039173,1
0,0,55031,268,268,4,0,76,54300,0
0,0,42738,392,392,4,0,92,42403,1
0,0,698962,97,97,4,0,28,698387,1
0,0,930600,245,245,4,0,22,929947,1
0,0,510533,431,431,4,0,5,509916,0
0,0,1653046,113,113,4,0,28,1652444,1
0,0,602022,163,163,4,0,4,601444,0
0,0,9693,360,360,4,0,83,9067,0
0,0,325661,371,371,4,0,16,325122,0
0,0,57983,62,62,4,0,59,57381,1
0,0,482096,257,257,4,0,16,481446,0
0,0,152203,402,402,4,0,94,151562,0
0,0,7816,170,170,4,0,67,6941,1
0,0,459742,253,253,4,0,16,459083,0
0,0,8984,259,259,4,0,72,8412,1
0,0,285006,249,249,4,0,16,284026,0
0,0,786,373,373,4,0,84,88,0
0,0,521226,211,211,4,0,6,520573,0
0,0,1896,258,258,4,0,72,1198,1
0,0,423275,206,206,4,0,23,422700,0
0,0,297265,226,226,4,0,3,296609,0
0,0,421453,417,417,4,0,28,420860,0
0,0,10738,166,166,4,0,66,10142,1
0,0,410431,183,183,4,0,15,409799,0
0,0,739582,273,273,4,0,27,738989,0
0,0,497547,255,255,4,0,16,496699,0
0,0,2021354,36,36,4,0,28,2020752,1
1,0,22510,54,54,3,1,42,21845,0
0,0,12963,342,342,4,0,78,12349,0
0,0,1279824,191,191,4,0,28,1279111,1
0,0,2141017,328,328,4,0,27,2140400,0
0,0,203566,70,70,2,0,14,203195,1
0,0,641268,238,238,4,0,10,640657,1
1,0,1773473,335,335,3,1,28,1772775,1
0,0,537100,294,294,4,0,10,536468,1
0,0,3185,164,164,4,0,65,2544,1
0,0,1094415,319,319,4,0,28,1093786,1
0,0,567898,124,124,2,0,19,567485,0
0,0,4704,231,231,4,0,70,4066,0
0,0,55203,81,81,4,0,14,54550,0
0,0,288418,225,225,4,0,3,287768,0
0,0,165971,18,18,4,0,9,165327,0
0,0,627125,85,85,4,0,11,626559,1
0,0,606832,86,86,4,0,27,606242,0
0,0,11303,50,50,4,0,56,10641,1
0,0,661517,1,1,4,0,10,660867,1
